name,address,rating,total_photos,total_ratings,coordinates
Tim Hortons,2150 Lake Shore Blvd W,6.0,25.0,34.0,"43.5961692,-79.5160575"
Birds and Beans Cafe,2415B Lake Shore Blvd Wes,8.8,55.0,57.0,"43.613606,-79.4883535"
Nimman Thai Cuisine,2451 Lake Shore Blvd W,8.2,16.0,16.0,"43.613606,-79.4883535"
Pearl Sushi,2391B Lake Shore Blvd W,8.2,7.0,24.0,"43.613606,-79.4883535"
Tich - Modern Indian Cuisine,2314 Lake Shore Blvd W,8.4,13.0,42.0,"43.613606,-79.4883535"
Pizzeria Oro di Napoli,2312 Lake Shore Blvd W,8.1,4.0,13.0,"43.613606,-79.4883535"
La Vinia Restaurant,2350 Lake Shore Blvd W,7.3,16.0,19.0,"43.613606,-79.4883535"
FBI Pizza,2336 Lake Shore Blvd W,6.9,6.0,33.0,"43.613606,-79.4883535"
Panagio's All Day Grill,2324 Lake Shore Blvd W,6.8,0.0,8.0,"43.613606,-79.4883535"
Blue Goose Tavern,1 Blue Goose St,6.9,28.0,30.0,"43.613606,-79.4883535"
Maurya East Indian Roti,2481 Lake Shore Blvd W,6.1,12.0,16.0,"43.613606,-79.4883535"
Messina Bakery,19 Scarlett Rd,8.3,6.0,19.0,"43.664665,-79.489385"
The Cat Pub & Eatery,3513 Dundas St W,7.2,11.0,15.0,"43.664665,-79.489385"
Queen Margherita Pizza,785 Annette St,7.9,59.0,60.0,"43.664665,-79.489385"
Jumbo Burgers,685 Runnymede Rd,7.5,12.0,23.0,"43.664665,-79.489385"
Buddha Pie,514B Annette St Main,7.7,6.0,25.0,"43.664665,-79.489385"
Mad Mexican,405 Jane St,7.4,15.0,63.0,"43.664665,-79.489385"
Westwood Grill,519 Annette St,7.2,3.0,11.0,"43.664665,-79.489385"
Saigon Bangkok Restaurant,2416 St Clair Ave W,7.0,4.0,10.0,"43.664665,-79.489385"
Popeye's Louisiana Kitchen,2555 St Clair Ave W,6.6,19.0,6.0,"43.664665,-79.489385"
Subway,Dundas St W,6.4,0.0,0.0,"43.664665,-79.489385"
Icecream Junction,3103 Dundas St W,8.7,22.0,28.0,"43.665523,-79.484892"
Jumbo Burgers,685 Runnymede Rd,7.5,12.0,23.0,"43.665523,-79.484892"
Junction Craft Brewing,150 Symes Rd,8.2,49.0,10.0,"43.665523,-79.484892"
Buddha Pie,514B Annette St Main,7.7,6.0,25.0,"43.665523,-79.484892"
Queen Margherita Pizza,785 Annette St,7.9,59.0,60.0,"43.665523,-79.484892"
The Cat Pub & Eatery,3513 Dundas St W,7.2,11.0,15.0,"43.665523,-79.484892"
Mad Mexican,405 Jane St,7.4,15.0,63.0,"43.665523,-79.484892"
Saigon Bangkok Restaurant,2416 St Clair Ave W,7.0,4.0,10.0,"43.665523,-79.484892"
Westwood Grill,519 Annette St,7.2,3.0,11.0,"43.665523,-79.484892"
Subway,Dundas St W,6.4,0.0,0.0,"43.665523,-79.484892"
Junction Craft Brewing,150 Symes Rd,8.2,49.0,10.0,"43.668496,-79.485426"
Jumbo Burgers,685 Runnymede Rd,7.5,12.0,23.0,"43.668496,-79.485426"
The Cat Pub & Eatery,3513 Dundas St W,7.2,11.0,15.0,"43.668496,-79.485426"
Saigon Bangkok Restaurant,2416 St Clair Ave W,7.0,4.0,10.0,"43.668496,-79.485426"
Popeye's Louisiana Kitchen,2555 St Clair Ave W,6.6,19.0,6.0,"43.668496,-79.485426"
Bairrada Churrasqueira Grill,2293 St Clair Ave W,6.8,7.0,8.0,"43.668496,-79.485426"
Roti Time,2542 St Clair Ave W,6.2,4.0,12.0,"43.668496,-79.485426"
Subway,Dundas St W,6.4,0.0,0.0,"43.668496,-79.485426"
High Park Nail & Spa,3114 Dundas St W,6.8,11.0,8.0,"43.668496,-79.485426"
Wendy's,2575 St Clair Ave W,6.2,6.0,1.0,"43.668496,-79.485426"
Pizza Pizza,1937 Weston Rd,6.4,2.0,2.0,"43.698841,-79.519472"
Popeye's Louisiana Kitchen,1975 Weston Rd,6.1,9.0,9.0,"43.698841,-79.519472"
Tim Hortons,2013 Lawrence Ave W,6.4,16.0,51.0,"43.698841,-79.519472"
Subway,34 Church St,6.3,0.0,1.0,"43.698841,-79.519472"
Canadian Style Donuts,2075 Lawrence Ave W,,0.0,0.0,"43.698841,-79.519472"
Jerk King,2079 Lawrence Ave W,,0.0,0.0,"43.698841,-79.519472"
Papamona Sandwich,1926 Weston Rd,,0.0,0.0,"43.698841,-79.519472"
Zeal Burgers Inc,1926 Weston Rd,,0.0,0.0,"43.698841,-79.519472"
2 for 1 Pizza,1986 Weston Rd,,0.0,0.0,"43.698841,-79.519472"
God Bless Canada Keswick's Best Coffee,1986 Weston Rd,,0.0,0.0,"43.698841,-79.519472"
Queen Margherita Pizza,785 Annette St,7.9,59.0,60.0,"43.658574,-79.487246"
Campo,244 Jane St,8.3,5.0,13.0,"43.658574,-79.487246"
Mad Mexican,405 Jane St,7.4,15.0,63.0,"43.658574,-79.487246"
Buddha Pie,514B Annette St Main,7.7,6.0,25.0,"43.658574,-79.487246"
Jumbo Burgers,685 Runnymede Rd,7.5,12.0,23.0,"43.658574,-79.487246"
Westwood Grill,519 Annette St,7.2,3.0,11.0,"43.658574,-79.487246"
The Cat Pub & Eatery,3513 Dundas St W,7.2,11.0,15.0,"43.658574,-79.487246"
Old Mill Toronto,21 Old Mill Rd,7.3,59.0,94.0,"43.658574,-79.487246"
Subway,Dundas St W,6.4,0.0,0.0,"43.658574,-79.487246"
Fiddler's Dell Bar & Grill,781 Annette St,,0.0,0.0,"43.658574,-79.487246"
Loga's Corner,216C Close Ave,8.7,20.0,35.0,"43.63985,-79.43703"
Harry's Char Broil & Dining Lounge,160 Springhurst Ave,8.7,12.0,48.0,"43.63985,-79.43703"
Amico's Pizza,1648 Queen St W,8.4,7.0,16.0,"43.63985,-79.43703"
Capital Espresso,1349 Queen St W,7.8,64.0,145.0,"43.63985,-79.43703"
The Shameful Tiki Room,1378 Queen St W,7.9,51.0,78.0,"43.63985,-79.43703"
Craig's Cookies,1537A Queen St W,8.0,8.0,10.0,"43.63985,-79.43703"
Grand Electric,1330 Queen St W,8.0,320.0,444.0,"43.63985,-79.43703"
Easy Restaurant,1645 Queen St W,8.3,86.0,118.0,"43.63985,-79.43703"
Louie - Craft Coffee,1187 King St W,8.4,36.0,71.0,"43.63985,-79.43703"
Sunny Joes,250 Sorauren Ave,8.3,3.0,9.0,"43.63985,-79.43703"
Te Aro,983 Queen St E,8.9,192.0,239.0,"43.665076,-79.341509"
Batifole Restaurant,744 Gerrard St E,8.9,23.0,31.0,"43.665076,-79.341509"
The Real Jerk Restaurant,842 Gerrard St E,8.3,66.0,84.0,"43.665076,-79.341509"
Wynona,819 Gerrard St E,8.3,14.0,15.0,"43.665076,-79.341509"
Boxcar Social,4 Boulton Ave,8.9,81.0,119.0,"43.665076,-79.341509"
Tabule,810 Queen St E,8.6,72.0,128.0,"43.665076,-79.341509"
Pizza Pide,949 Gerrard St E,7.8,27.0,54.0,"43.665076,-79.341509"
La Carnita,780 Queen St E,8.5,46.0,83.0,"43.665076,-79.341509"
Reliable Halibut & Chips,954 Queen St E,7.9,22.0,14.0,"43.665076,-79.341509"
Pho House,610 Gerrard St E,8.4,27.0,28.0,"43.665076,-79.341509"
Exhibition Place,200 Princes' Blvd,7.7,69.0,26.0,"43.6323994,-79.40978179999999"
Parisco Cafe,215 Fort York Blvd,7.8,23.0,22.0,"43.6323994,-79.40978179999999"
Ono Poke Bar,100 Western Battery Rd,8.2,4.0,17.0,"43.6323994,-79.40978179999999"
Tim Hortons,171 E Liberty St,7.8,22.0,51.0,"43.6323994,-79.40978179999999"
For the Love of Cake,171 E Liberty St,7.6,27.0,29.0,"43.6323994,-79.40978179999999"
Tim Hortons,2 Bruyeres Mews,7.6,6.0,19.0,"43.6323994,-79.40978179999999"
Merci Mon Ami,171 E Liberty St,7.5,18.0,41.0,"43.6323994,-79.40978179999999"
Aroma Espresso Bar,120 Lynn Williams St,7.2,102.0,91.0,"43.6323994,-79.40978179999999"
Smoke's Poutinerie,100 Princes' Blvd,6.9,2.0,2.0,"43.6323994,-79.40978179999999"
Smoke's Poutinerie,170 Princes' Blvd,6.9,1.0,1.0,"43.6323994,-79.40978179999999"
Knuckle Sandwich,969 Coxwell Ave,8.2,12.0,24.0,"43.6935477,-79.3301658"
Little Coxwell Restaurant,986 Coxwell Ave,7.2,22.0,31.0,"43.6935477,-79.3301658"
Ritz Restaurant,310 Donlands Ave,7.8,11.0,19.0,"43.6935477,-79.3301658"
Lickadee Split Ice Cream Shoppe,980 Coxwell Ave,6.8,5.0,14.0,"43.6935477,-79.3301658"
Subway,825 Coxwell Ave,6.4,0.0,2.0,"43.6935477,-79.3301658"
Paul's Spaghetti,488 Cosburn Ave,,0.0,0.0,"43.6935477,-79.3301658"
Sophie's Sports Bar Ltd,466 Cosburn Ave,,0.0,0.0,"43.6935477,-79.3301658"
Sushi Bay,1028 Coxwell Ave,,0.0,0.0,"43.6935477,-79.3301658"
Skara Greek Cuisine,1050 Coxwell Ave,,0.0,0.0,"43.6935477,-79.3301658"
Eden Chinese Food,1025 Coxwell Ave,,0.0,0.0,"43.6935477,-79.3301658"
Cheese Boutique,45 Ripley Ave,9.0,154.0,144.0,"43.6438036,-79.4770327"
Bread & Roses Bakery Cafe,2232 Bloor St W,8.2,26.0,43.0,"43.6438036,-79.4770327"
Queen's Pasta Café,2263 Bloor St W,8.0,38.0,36.0,"43.6438036,-79.4770327"
Baka Gallery Cafe,2256 Bloor St W,7.9,52.0,69.0,"43.6438036,-79.4770327"
Zaza Espresso Bar,258 Beresford Ave,7.9,28.0,17.0,"43.6438036,-79.4770327"
Bryden's Inc,2455 Bloor St W,7.9,71.0,54.0,"43.6438036,-79.4770327"
Simply Thai Cuisine,2253 Bloor St W,7.6,5.0,20.0,"43.6438036,-79.4770327"
Fat Bastard Burrito Co,2400 Bloor St W,7.6,1.0,10.0,"43.6438036,-79.4770327"
Cobs Bread,2204 Bloor St W,7.5,7.0,14.0,"43.6438036,-79.4770327"
Shakey's Original Bar and Grill,2255W Bloor St W,7.3,12.0,17.0,"43.6438036,-79.4770327"
Northern Belle,913 Dundas St W,9.3,44.0,74.0,"43.65246,-79.413528"
Cocktail Bar,923 Dundas St W,9.0,68.0,132.0,"43.65246,-79.413528"
Bar Raval,505 College St,9.0,215.0,348.0,"43.65246,-79.413528"
The Fourth Man in the Fire,832 Dundas St W,8.4,8.0,8.0,"43.65246,-79.413528"
La Carnita,501 College St,8.8,406.0,420.0,"43.65246,-79.413528"
Bar Isabel,797 College St,9.1,231.0,392.0,"43.65246,-79.413528"
Foxley,207 Ossington Ave,9.1,41.0,117.0,"43.65246,-79.413528"
Ramen Isshin,421 College St,9.0,168.0,247.0,"43.65246,-79.413528"
Patois,794 Dundas St W,8.2,103.0,98.0,"43.65246,-79.413528"
Bellwoods Brewery,124 Ossington Ave,9.2,1095.0,639.0,"43.65246,-79.413528"
Souk Tabule,494 Front St E,8.8,27.0,71.0,"43.6548521,-79.35397680000001"
Impact Kitchen,573 King St E,8.7,34.0,64.0,"43.6548521,-79.35397680000001"
White Lily Diner,678 Queen St E,9.0,27.0,49.0,"43.6548521,-79.35397680000001"
Dark Horse Espresso Bar,630 Queen St E,8.4,46.0,57.0,"43.6548521,-79.35397680000001"
Soma Chocolatemaker,32 Tank House Lane,8.8,318.0,257.0,"43.6548521,-79.35397680000001"
Sumach Espresso,118 Sumach St,8.6,20.0,26.0,"43.6548521,-79.35397680000001"
Roselle Desserts,362 King St E,8.9,45.0,61.0,"43.6548521,-79.35397680000001"
Tandem Coffee,368 King St E,8.8,51.0,75.0,"43.6548521,-79.35397680000001"
Cluny Bistro,35 Tank House Lane,8.5,333.0,270.0,"43.6548521,-79.35397680000001"
Boxcar Social,4 Boulton Ave,8.9,81.0,119.0,"43.6548521,-79.35397680000001"
Lola's Gelato,14B Brookers Lane,8.5,10.0,33.0,"43.630874,-79.482407"
Krazy Roll,84 Marine Parade Dr,8.1,13.0,16.0,"43.630874,-79.482407"
Rocco's Plum Tomato,164 the Queensway,7.4,13.0,21.0,"43.630874,-79.482407"
Tim Hortons,152 Pk Lawn Rd,7.9,13.0,38.0,"43.630874,-79.482407"
U-Know Sushi,170 the Queensway,7.4,4.0,8.0,"43.630874,-79.482407"
Rustic Social House,2083 Lake Shore Blvd W,7.3,0.0,8.0,"43.630874,-79.482407"
Firkin on the Bay,68 Marine Parade Dr,7.4,36.0,50.0,"43.630874,-79.482407"
Avenue Cafe,72 Pk Lawn Rd,7.5,32.0,31.0,"43.630874,-79.482407"
Eden Trattoria,58 Marine Parade Dr,7.3,82.0,108.0,"43.630874,-79.482407"
Scaddabush Italian Kitchen & Bar Mimico,122 Marine Parade Dr,7.4,9.0,8.0,"43.630874,-79.482407"
TuckShop Kitchen,1640 Dupont St,8.7,11.0,24.0,"43.6704403,-79.45328549999999"
Honest Weight,2766 Dundas St W,9.2,19.0,48.0,"43.6704403,-79.45328549999999"
La Paloma Gelateria & Cafe,1357 Saint Clair Ave W,8.0,43.0,59.0,"43.6704403,-79.45328549999999"
Agio Italian Ristorante,1351 St Clair Ave W,8.0,16.0,9.0,"43.6704403,-79.45328549999999"
Sabor Brasil Restaurant,1702 Saint Clair Ave W,7.9,49.0,52.0,"43.6704403,-79.45328549999999"
Rio 40 Restaurant,1256 Saint Clair Ave W,8.1,105.0,106.0,"43.6704403,-79.45328549999999"
Boo Radleys Junction Bar N Gri,1482 Dupont Ave,7.5,31.0,45.0,"43.6704403,-79.45328549999999"
Tavora Foods,1625 St Clair Ave W,7.5,1.0,15.0,"43.6704403,-79.45328549999999"
California Sushi,1238 Saint Clair Ave W,7.8,28.0,46.0,"43.6704403,-79.45328549999999"
Frank's Pizza House,1352 St Clair Ave W,7.3,7.0,14.0,"43.6704403,-79.45328549999999"
Souk Tabule,494 Front St E,8.8,27.0,71.0,"43.6535,-79.354068"
Impact Kitchen,573 King St E,8.7,34.0,64.0,"43.6535,-79.354068"
Soma Chocolatemaker,32 Tank House Lane,8.8,318.0,257.0,"43.6535,-79.354068"
Cluny Bistro,35 Tank House Lane,8.5,333.0,270.0,"43.6535,-79.354068"
White Lily Diner,678 Queen St E,9.0,27.0,49.0,"43.6535,-79.354068"
Roselle Desserts,362 King St E,8.9,45.0,61.0,"43.6535,-79.354068"
Tandem Coffee,368 King St E,8.8,51.0,75.0,"43.6535,-79.354068"
Balzac's Coffee Roastery,55 Mill St,8.6,500.0,357.0,"43.6535,-79.354068"
Arvo Coffee,17 Gristmill Lane,9.0,59.0,78.0,"43.6535,-79.354068"
Brick Street Bakery,55 Mill St,8.4,78.0,87.0,"43.6535,-79.354068"
Le Beau,665 Dundas St E,8.6,24.0,13.0,"43.6617908,-79.361515"
Sumach Espresso,118 Sumach St,8.6,20.0,26.0,"43.6617908,-79.361515"
House on Parliament,454 Parliament St,8.9,220.0,279.0,"43.6617908,-79.361515"
Impact Kitchen,573 King St E,8.7,34.0,64.0,"43.6617908,-79.361515"
Zakkushi,193 Carlton St,8.8,234.0,165.0,"43.6617908,-79.361515"
White Lily Diner,678 Queen St E,9.0,27.0,49.0,"43.6617908,-79.361515"
Roselle Desserts,362 King St E,8.9,45.0,61.0,"43.6617908,-79.361515"
Tandem Coffee,368 King St E,8.8,51.0,75.0,"43.6617908,-79.361515"
Figs Breakfast & Lunch,344 Queen St E,8.2,42.0,82.0,"43.6617908,-79.361515"
Dark Horse Espresso Bar,630 Queen St E,8.4,46.0,57.0,"43.6617908,-79.361515"
Arvo Coffee,17 Gristmill Lane,9.0,59.0,78.0,"43.649709,-79.364184"
Neo Coffee Bar,161 Frederick St,9.0,229.0,213.0,"43.649709,-79.364184"
Roselle Desserts,362 King St E,8.9,45.0,61.0,"43.649709,-79.364184"
Balzac's Coffee Roastery,55 Mill St,8.6,500.0,357.0,"43.649709,-79.364184"
Tandem Coffee,368 King St E,8.8,51.0,75.0,"43.649709,-79.364184"
Soma Chocolatemaker,32 Tank House Lane,8.8,318.0,257.0,"43.649709,-79.364184"
Brick Street Bakery,55 Mill St,8.4,78.0,87.0,"43.649709,-79.364184"
Miyaki Sushi,222 the Esplanade,7.9,6.0,18.0,"43.649709,-79.364184"
The Black Canary Espresso Bar,61 Sherbourne St,8.4,63.0,109.0,"43.649709,-79.364184"
Cluny Bistro,35 Tank House Lane,8.5,333.0,270.0,"43.649709,-79.364184"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.666051,-79.374161"
Zakkushi,193 Carlton St,8.8,234.0,165.0,"43.666051,-79.374161"
Chew Chew's Diner,186 Carlton St,8.3,24.0,61.0,"43.666051,-79.374161"
House on Parliament,454 Parliament St,8.9,220.0,279.0,"43.666051,-79.374161"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.666051,-79.374161"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.666051,-79.374161"
Golden Greek,105 Carlton St,8.3,31.0,55.0,"43.666051,-79.374161"
Kinka Izakaya,398 Church St,8.6,634.0,577.0,"43.666051,-79.374161"
The Blake House,449 Jarvis St,7.8,118.0,114.0,"43.666051,-79.374161"
Woody's,467 Church St,8.1,311.0,263.0,"43.666051,-79.374161"
Little Sister,2031 Yonge St,8.2,42.0,74.0,"43.7005976,-79.397345"
Rachel's Coffee House,2011 Yonge St,7.5,42.0,44.0,"43.7005976,-79.397345"
St. Louis Bar and Grill,2050 Yonge St,7.6,128.0,167.0,"43.7005976,-79.397345"
The Keg Steakhouse + Bar,2201 Yonge St,8.2,110.0,161.0,"43.7005976,-79.397345"
Jules Cafe Patisserie,617 Mount Pleasant Rd,8.7,25.0,30.0,"43.7005976,-79.397345"
Kinton Ramen,90 Eglinton Ave E,8.2,17.0,28.0,"43.7005976,-79.397345"
Marigold,552 Mount Pleasant Rd,8.1,13.0,16.0,"43.7005976,-79.397345"
Pai Uptown,2335 Yonge St,8.1,8.0,10.0,"43.7005976,-79.397345"
Flaming Stove,21 Davisville Ave,7.4,5.0,8.0,"43.7005976,-79.397345"
Star King Viet Thai Cuisine,2350 Yonge St,7.9,11.0,35.0,"43.7005976,-79.397345"
Little Sister,2031 Yonge St,8.2,42.0,74.0,"43.7029672,-79.3979073"
The Keg Steakhouse + Bar,2201 Yonge St,8.2,110.0,161.0,"43.7029672,-79.3979073"
St. Louis Bar and Grill,2050 Yonge St,7.6,128.0,167.0,"43.7029672,-79.3979073"
Kinton Ramen,90 Eglinton Ave E,8.2,17.0,28.0,"43.7029672,-79.3979073"
Jules Cafe Patisserie,617 Mount Pleasant Rd,8.7,25.0,30.0,"43.7029672,-79.3979073"
Ritz Caribbean Foods,211 Yonge St,8.7,1.0,22.0,"43.7029672,-79.3979073"
Rachel's Coffee House,2011 Yonge St,7.5,42.0,44.0,"43.7029672,-79.3979073"
Pai Uptown,2335 Yonge St,8.1,8.0,10.0,"43.7029672,-79.3979073"
La Vecchia Ristorante,2405A Yonge St,8.4,74.0,113.0,"43.7029672,-79.3979073"
De Mello Palheta Coffee Roasters,2489 Yonge St,8.7,114.0,135.0,"43.7029672,-79.3979073"
The Bagel House,1438 Yonge St,8.6,13.0,41.0,"43.68871,-79.39264"
Capocaccia Cafe,1366 Yonge St,8.4,21.0,49.0,"43.68871,-79.39264"
Boxcar Social,1208 Yonge St,8.9,129.0,189.0,"43.68871,-79.39264"
Nutbar,1240B Yonge St,8.3,43.0,9.0,"43.68871,-79.39264"
Mary Be Kitchen,21B St Clair Ave W,7.6,14.0,15.0,"43.68871,-79.39264"
Scaramouche Restaurant Pasta Bar & Grill,1 Benvenuto Pl,8.7,92.0,108.0,"43.68871,-79.39264"
Terroni,1095 Yonge St,8.5,121.0,231.0,"43.68871,-79.39264"
Mermaid Fish and Grill House,44 St Clair Ave E,7.1,19.0,9.0,"43.68871,-79.39264"
The Rosedale Diner,1164 Yonge St,8.2,54.0,68.0,"43.68871,-79.39264"
Sorrell Restaurant,1158 Yonge St,7.8,2.0,8.0,"43.68871,-79.39264"
New Orleans Seafood & Steakhouse,267 Scarlett Rd,8.1,9.0,16.0,"43.6834703,-79.5108942"
Tim Hortons,280 Scarlett Rd,,0.0,0.0,"43.6834703,-79.5108942"
Jadranka Pastries,257 Scarlett Rd,,0.0,0.0,"43.6834703,-79.5108942"
Scarletts Sports Bar,25 Fontenay Crt,,0.0,0.0,"43.6834703,-79.5108942"
Bamiyan Kabob,4205 Keele St,8.1,20.0,34.0,"43.7696262,-79.5025943"
Absinthe Pub and Coffee Shop,4700 Keele St,7.4,14.0,25.0,"43.7696262,-79.5025943"
Subway,105 the Pond Rd,6.5,0.0,1.0,"43.7696262,-79.5025943"
Tim Hortons,4700 Keele St,6.4,4.0,4.0,"43.7696262,-79.5025943"
Tim Hortons,70 the Pond Rd,6.2,6.0,10.0,"43.7696262,-79.5025943"
Hero Certified Burgers,4700 Keele St,6.2,7.0,15.0,"43.7696262,-79.5025943"
Pizza Studio,105 the Pond Rd,,0.0,0.0,"43.7696262,-79.5025943"
Basil Box,105 the Pond Rd,,0.0,0.0,"43.7696262,-79.5025943"
Mi&My Beauty,95 the Pond Rd,,0.0,0.0,"43.7696262,-79.5025943"
Osmow's Shawarma,95 the Pond Rd,,0.0,0.0,"43.7696262,-79.5025943"
Caribbean Heat Family Restaurant,1300 Finch Ave W,7.4,4.0,8.0,"43.7641485,-79.5012809"
Tim Hortons,1275 Finch Ave W,7.4,6.0,29.0,"43.7641485,-79.5012809"
Tim Hortons,1493 Finch Ave W,6.7,5.0,3.0,"43.7641485,-79.5012809"
Subway,105 the Pond Rd,6.5,0.0,1.0,"43.7641485,-79.5012809"
Tim Hortons,4700 Keele St,6.4,4.0,4.0,"43.7641485,-79.5012809"
Subway,1300 Finch Ave W,6.4,1.0,2.0,"43.7641485,-79.5012809"
Sammy the Greek,45 Four Winds Dr,,0.0,0.0,"43.7641485,-79.5012809"
Swadish Grill,45 Four Winds Dr,,0.0,0.0,"43.7641485,-79.5012809"
El Jefe de Pollo,3585 Keele St,,0.0,0.0,"43.7641485,-79.5012809"
Sapore Pizza & Wing,45 Four Winds Dr,,0.0,0.0,"43.7641485,-79.5012809"
Caribbean Heat Family Restaurant,1300 Finch Ave W,7.4,4.0,8.0,"43.76521,-79.491281"
Tim Hortons,1275 Finch Ave W,7.4,6.0,29.0,"43.76521,-79.491281"
Bamiyan Kabob,4205 Keele St,8.1,20.0,34.0,"43.76521,-79.491281"
Nino d'Aversa Bakery Ltd,1 Toro Rd,7.6,35.0,39.0,"43.76521,-79.491281"
Pizza Pizza,1300 Finch Ave W,6.1,0.0,0.0,"43.76521,-79.491281"
Tim Hortons,1493 Finch Ave W,6.7,5.0,3.0,"43.76521,-79.491281"
Fox & Fiddle-Finch,1285 Finch Ave W,6.1,20.0,43.0,"43.76521,-79.491281"
Subway,105 the Pond Rd,6.5,0.0,1.0,"43.76521,-79.491281"
Tajikistan Restaraunt,1290 Finch Ave W,,0.0,0.0,"43.76521,-79.491281"
Pho Lien Hung,1300 Finch Ave W,,0.0,0.0,"43.76521,-79.491281"
Tim Hortons,1060 Finch Ave W,7.6,7.0,22.0,"43.7724019,-79.4675395"
Chaihana,1000 Finch Ave W,7.1,14.0,14.0,"43.7724019,-79.4675395"
Mandarin Buffet,1027 Finch Ave W,6.1,65.0,59.0,"43.7724019,-79.4675395"
Kiki's Grill,4560 Dufferin St,,0.0,0.0,"43.7724019,-79.4675395"
St. Louis Bar and Grill,4548 Dufferin St,5.7,30.0,53.0,"43.7724019,-79.4675395"
Sunrise Bar & Grill,73 Alness St,,0.0,0.0,"43.7724019,-79.4675395"
Coyevi,1027 Ginch Ave,,0.0,0.0,"43.7724019,-79.4675395"
San Francesco Foods,1048 Finch Ave W,5.5,3.0,8.0,"43.7724019,-79.4675395"
Don Franchesko Sandwich's Pizza & Pasta,1048 Finch Ave W,,0.0,0.0,"43.7724019,-79.4675395"
Joong Wha Ru,1101 Finch Ave W,,0.0,0.0,"43.7724019,-79.4675395"
Montana's Cookhouse,2011 Steeles Ave W,7.4,53.0,63.0,"43.7781116,-79.467963"
Moldova Restaurant,5000 Dufferin St,,0.0,0.0,"43.7781116,-79.467963"
Sullivan & Bleeker Baking Co,877 Alness St,,0.0,0.0,"43.7781116,-79.467963"
Pirosmani Georgian Restaurant,913 Alness St,,0.0,0.0,"43.7781116,-79.467963"
B.B.Q. Sandwich Plus,877 Alness St,,0.0,0.0,"43.7781116,-79.467963"
Thai Express,2061 Steeles Ave W,5.9,5.0,9.0,"43.7781116,-79.467963"
Thai Room - Thai & Malaysian Cuisine,1881 Steeles Ave W,,0.0,0.0,"43.7781116,-79.467963"
Fv Foods,1881 Steeles Ave W,,0.0,0.0,"43.7781116,-79.467963"
Pizzaville,81 Gerry Fitzgerald Dr,,0.0,0.0,"43.7781116,-79.467963"
Fresh Burger,1881 Steeles Ave W,,0.0,0.0,"43.7781116,-79.467963"
The Abbot on Eglinton,508 Eglinton Ave W,9.0,26.0,47.0,"43.707049,-79.40966"
Ritz Caribbean Foods,211 Yonge St,8.7,1.0,22.0,"43.707049,-79.40966"
Burger Shack,233 Eglinton Ave W,7.7,56.0,101.0,"43.707049,-79.40966"
De Mello Palheta Coffee Roasters,2489 Yonge St,8.7,114.0,135.0,"43.707049,-79.40966"
Sake Bar Kushi,257 Eglinton Ave W,7.6,46.0,47.0,"43.707049,-79.40966"
La Vecchia Ristorante,2405A Yonge St,8.4,74.0,113.0,"43.707049,-79.40966"
Cibo Wine Bar,2472 Yonge St,8.3,48.0,93.0,"43.707049,-79.40966"
The Keg Steakhouse + Bar,2201 Yonge St,8.2,110.0,161.0,"43.707049,-79.40966"
Pai Uptown,2335 Yonge St,8.1,8.0,10.0,"43.707049,-79.40966"
Star King Viet Thai Cuisine,2350 Yonge St,7.9,11.0,35.0,"43.707049,-79.40966"
Hollywood Gelato,1640 Bayview Ave,8.0,93.0,111.0,"43.711751,-79.378615"
Rollian Sushi,660 Eglinton Ave E,7.4,9.0,12.0,"43.711751,-79.378615"
Rahier Patisserie,1586 Bayview Ave,7.9,28.0,69.0,"43.711751,-79.378615"
Patisserie la Cigogne,1626 Bayview Ave,7.5,50.0,36.0,"43.711751,-79.378615"
Granite Brewery,245 Eglinton Ave E,7.5,170.0,140.0,"43.711751,-79.378615"
The Bagel House,1548 Bayview Ave,7.2,20.0,26.0,"43.711751,-79.378615"
Satay on the Road,1572 Bayview Ave,7.1,9.0,17.0,"43.711751,-79.378615"
Lit Espresso Bar,1517 Bayview Ave,7.2,15.0,27.0,"43.711751,-79.378615"
Duff's Famous Wings,1604 Bayview Ave,7.1,44.0,90.0,"43.711751,-79.378615"
Tosto Quickfire Pizza Pasta,609 Roehampton Ave,6.1,11.0,19.0,"43.711751,-79.378615"
Belly Buster Submarines,3447 Yonge St,8.6,38.0,42.0,"43.732975,-79.40401"
T-Buds,3343 Yonge St,8.3,38.0,25.0,"43.732975,-79.40401"
The Burger's Priest,3397 Yonge St,7.8,204.0,212.0,"43.732975,-79.40401"
A la Turk,3443 Yonge St,7.5,12.0,18.0,"43.732975,-79.40401"
Shoushin,3328 Yonge St,7.6,31.0,10.0,"43.732975,-79.40401"
Stack,3265 Yonge St,7.9,121.0,118.0,"43.732975,-79.40401"
The Sushi Bar,3365 Yonge St,7.4,6.0,8.0,"43.732975,-79.40401"
Hazel's Diner,3401 Yonge St,7.1,40.0,38.0,"43.732975,-79.40401"
Abbot Pub,3367 Yonge St,7.2,12.0,35.0,"43.732975,-79.40401"
Aroma Espresso Bar,3343 Yonge St,7.2,6.0,24.0,"43.732975,-79.40401"
Rasa,196 Robert St,9.1,81.0,115.0,"43.660274,-79.398049"
