name,address,yelp_rating,yelp_total_ratings,coordinates
Five Doors North,2088 Yonge Street,4.0,135.0,"43.7112153,-79.39894"
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3338.0,"43.655227,-79.39201"
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1457.0,"43.655227,-79.39201"
Sansotei Ramen,179 Dundas Street W,4.0,932.0,"43.655227,-79.39201"
Banh Mi Boys,392 Queen Street W,4.5,1236.0,"43.655227,-79.39201"
Manpuku Japanese Eatery,105 McCaul Street,4.0,512.0,"43.655227,-79.39201"
Byblos,11 Duncan Street,4.5,890.0,"43.655227,-79.39201"
Juicy Dumpling,280 Spadina Ave,4.5,592.0,"43.655227,-79.39201"
JaBistro,222 Richmond Street W,4.0,580.0,"43.655227,-79.39201"
Khao San Road,11 Charlotte Street,4.0,1686.0,"43.655227,-79.39201"
Karine's,109 McCaul Street,4.0,251.0,"43.655227,-79.39201"
Koh Lipe,35 Baldwin Street,4.0,239.0,"43.655227,-79.39201"
Blaze Pizza,10 Dundas St. East,4.5,581.0,"43.655227,-79.39201"
GB Hand-pulled Noodles,66 Edward Street,4.0,571.0,"43.655227,-79.39201"
Ikkousha Ramen,249 Queen Street W,4.5,283.0,"43.655227,-79.39201"
Alo Restaurant,163 Spadina Avenue,4.5,326.0,"43.655227,-79.39201"
Yummy Yummy Dumplings,79 Huron Street,4.0,301.0,"43.655227,-79.39201"
Fresco's Fish & Chips,201 Augusta Avenue,4.5,382.0,"43.655227,-79.39201"
Eggspectation,483 Bay Street,4.0,750.0,"43.655227,-79.39201"
Poke Guys,112 Elizabeth Street,4.0,372.0,"43.655227,-79.39201"
Millie Creperie,161 Baldwin Street,4.0,367.0,"43.655227,-79.39201"
Pantheon Restaurant,407 Danforth Avenue,4.0,341.0,"43.685167,-79.34962"
Pizzeria Libretto Danforth,550 Danforth Avenue,4.0,321.0,"43.685167,-79.34962"
Momo Hut & Gardens,401 Danforth Avenue,4.5,116.0,"43.685167,-79.34962"
Mezes,456 Danforth Avenue,4.0,252.0,"43.685167,-79.34962"
RYUS Noodle Bar,786 Broadview Avenue,4.0,386.0,"43.685167,-79.34962"
Simone's Caribbean Restaurant,596 Danforth Avenue,4.5,144.0,"43.685167,-79.34962"
Messini Authentic Gyros,445 Danforth Avenue,3.5,527.0,"43.685167,-79.34962"
Shawarma Frenzy,1011 Pape Avenue,4.5,48.0,"43.685167,-79.34962"
Athens Pastries,509 Danforth Avenue,4.5,124.0,"43.685167,-79.34962"
Souv Like,708 Pape Avenue,4.5,85.0,"43.685167,-79.34962"
Sakawa Coffee & Japanese Restaurant,867 Danforth Ave,4.0,115.0,"43.685167,-79.34962"
Mr Pide,800 Danforth Avenue,4.5,82.0,"43.685167,-79.34962"
Square Boy,875 Danforth Avenue,4.0,198.0,"43.685167,-79.34962"
Athens Restaurant,707 Danforth Avenue,4.0,88.0,"43.685167,-79.34962"
Danforth Pizza House,920 Danforth Avenue,4.0,141.0,"43.685167,-79.34962"
Hanamaru,862 Pape Avenue,4.5,19.0,"43.685167,-79.34962"
Papyrus,337 Danforth Avenue,4.5,41.0,"43.685167,-79.34962"
Steady's Jamaican Home Cooking,852 Pape Avenue,4.5,25.0,"43.685167,-79.34962"
Greenwood Smokehouse BBQ,673 Danforth Avenue,3.5,158.0,"43.685167,-79.34962"
Stock In Trade,307 Danforth Avenue,5.0,30.0,"43.685167,-79.34962"
PLANTA,1221 Bay Street,4.0,486.0,"43.6704537,-79.39014"
Sassafraz,100 Cumberland Street,3.5,405.0,"43.6704537,-79.39014"
Trattoria Nervosa,75 Yorkville Avenue,4.0,384.0,"43.6704537,-79.39014"
Wow Sushi,11 Charles Street,4.0,424.0,"43.6704537,-79.39014"
Black Camel,4 Crescent Road,4.5,379.0,"43.6704537,-79.39014"
Okonomi House Restaurant,23 Charles Street W,4.0,309.0,"43.6704537,-79.39014"
Salad Days,Cumberland Terrace,4.5,124.0,"43.6704537,-79.39014"
Riddle Room,579 Yonge Street,4.5,185.0,"43.6704537,-79.39014"
Café Boulud,60 Yorkville Avenue,3.5,275.0,"43.6704537,-79.39014"
Utsav,69 Yorkville Ave,4.0,133.0,"43.6704537,-79.39014"
Eataly Toronto,55 Bloor Street W,3.5,270.0,"43.6704537,-79.39014"
Buca Yorkville,53 Scollard Street,4.0,204.0,"43.6704537,-79.39014"
Salad House,13 Hayden Street,4.5,88.0,"43.6704537,-79.39014"
Joso's,202 Davenport Road,4.5,165.0,"43.6704537,-79.39014"
7 West Cafe,7 Charles Street W,3.5,433.0,"43.6704537,-79.39014"
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,303.0,"43.6704537,-79.39014"
The Keg Steakhouse + Bar,515 Jarvis Street,4.0,365.0,"43.6704537,-79.39014"
Grandma Loves You,1084 Yonge Street,5.0,71.0,"43.6704537,-79.39014"
Tokyo Kitchen,20 Charles Street E,4.0,164.0,"43.6704537,-79.39014"
The Oxley,121 Yorkville Avenue,4.0,167.0,"43.6704537,-79.39014"
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1791.0,"43.6691099,-79.38551"
Wow Sushi,11 Charles Street,4.0,424.0,"43.6691099,-79.38551"
PLANTA,1221 Bay Street,4.0,486.0,"43.6691099,-79.38551"
Okonomi House Restaurant,23 Charles Street W,4.0,309.0,"43.6691099,-79.38551"
Riddle Room,579 Yonge Street,4.5,185.0,"43.6691099,-79.38551"
Tinuno,31 Howard Street,4.0,619.0,"43.6691099,-79.38551"
The Keg Steakhouse + Bar,515 Jarvis Street,4.0,365.0,"43.6691099,-79.38551"
Salad House,13 Hayden Street,4.5,88.0,"43.6691099,-79.38551"
Tokyo Kitchen,20 Charles Street E,4.0,164.0,"43.6691099,-79.38551"
Salad Days,Cumberland Terrace,4.5,124.0,"43.6691099,-79.38551"
Black Camel,4 Crescent Road,4.5,379.0,"43.6691099,-79.38551"
7 West Cafe,7 Charles Street W,3.5,433.0,"43.6691099,-79.38551"
Naan & Kabob,691 Yonge Street,4.0,140.0,"43.6691099,-79.38551"
Sassafraz,100 Cumberland Street,3.5,405.0,"43.6691099,-79.38551"
Kintaro Izakaya,459 Church Street,4.0,231.0,"43.6691099,-79.38551"
Como En Casa,565 Yonge Street,4.0,241.0,"43.6691099,-79.38551"
Trattoria Nervosa,75 Yorkville Avenue,4.0,384.0,"43.6691099,-79.38551"
Cabano's Comfort Food,75 Saint Nicholas Street,4.5,75.0,"43.6691099,-79.38551"
Chick-fil-A,709 Yonge St,4.0,115.0,"43.6691099,-79.38551"
O.Noir,620 Church St,3.5,377.0,"43.6691099,-79.38551"
Wvrst,609 King Street W,4.0,827.0,"43.641389,-79.404444"
Gusto 101,101 Portland Street,4.0,1100.0,"43.641389,-79.404444"
Lee Restaurant,601 King Street W,4.0,706.0,"43.641389,-79.404444"
Jacobs & Co. Steakhouse,12 Brant Street,4.5,603.0,"43.641389,-79.404444"
Banh Mi Boys,392 Queen Street W,4.5,1236.0,"43.641389,-79.404444"
Wilbur Mexicana,552 King Street W,4.0,607.0,"43.641389,-79.404444"
Khao San Road,11 Charlotte Street,4.0,1686.0,"43.641389,-79.404444"
Beast Bodega,96 Tecumseth Street,4.0,413.0,"43.641389,-79.404444"
Saku Sushi,478 Queen Street W,4.0,526.0,"43.641389,-79.404444"
Chubby's Jamaican Kitchen,104 Portland Street,4.0,308.0,"43.641389,-79.404444"
Buca,604 King Street W,4.0,452.0,"43.641389,-79.404444"
Alo Restaurant,163 Spadina Avenue,4.5,326.0,"43.641389,-79.404444"
Rodney's Oyster House,469 King Street W,4.0,430.0,"43.641389,-79.404444"
Mira,420A Wellington Street W,4.5,256.0,"43.641389,-79.404444"
Le Sélect Bistro,432 Wellington Street W,4.0,452.0,"43.641389,-79.404444"
Patria,480 King Street W,4.0,532.0,"43.641389,-79.404444"
Aloette,163 Spadina Avenue,4.5,279.0,"43.641389,-79.404444"
416 Snack Bar,181 Bathurst Street,4.0,339.0,"43.641389,-79.404444"
Edulis,169 Niagara Street,4.0,119.0,"43.641389,-79.404444"
Simit & Chai,787 King Street W,4.0,123.0,"43.641389,-79.404444"
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3338.0,"43.643834,-79.396649"
Jacobs & Co. Steakhouse,12 Brant Street,4.5,603.0,"43.643834,-79.396649"
Khao San Road,11 Charlotte Street,4.0,1686.0,"43.643834,-79.396649"
Banh Mi Boys,392 Queen Street W,4.5,1236.0,"43.643834,-79.396649"
Gusto 101,101 Portland Street,4.0,1100.0,"43.643834,-79.396649"
Wilbur Mexicana,552 King Street W,4.0,607.0,"43.643834,-79.396649"
Lee Restaurant,601 King Street W,4.0,706.0,"43.643834,-79.396649"
Wvrst,609 King Street W,4.0,827.0,"43.643834,-79.396649"
Byblos,11 Duncan Street,4.5,890.0,"43.643834,-79.396649"
Mira,420A Wellington Street W,4.5,256.0,"43.643834,-79.396649"
Le Sélect Bistro,432 Wellington Street W,4.0,452.0,"43.643834,-79.396649"
Rodney's Oyster House,469 King Street W,4.0,430.0,"43.643834,-79.396649"
Patria,480 King Street W,4.0,532.0,"43.643834,-79.396649"
Alo Restaurant,163 Spadina Avenue,4.5,326.0,"43.643834,-79.396649"
Saku Sushi,478 Queen Street W,4.0,526.0,"43.643834,-79.396649"
Strange Love,101 Spadina Avenue,4.5,201.0,"43.643834,-79.396649"
Aloette,163 Spadina Avenue,4.5,279.0,"43.643834,-79.396649"
Ravi Soups,322 Adelaide Street W,4.5,364.0,"43.643834,-79.396649"
Chubby's Jamaican Kitchen,104 Portland Street,4.0,308.0,"43.643834,-79.396649"
The Haam,342 Adelaide St W,4.0,303.0,"43.643834,-79.396649"
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3338.0,"43.6545174,-79.3895315"
Sansotei Ramen,179 Dundas Street W,4.0,932.0,"43.6545174,-79.3895315"
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1457.0,"43.6545174,-79.3895315"
Manpuku Japanese Eatery,105 McCaul Street,4.0,512.0,"43.6545174,-79.3895315"
Byblos,11 Duncan Street,4.5,890.0,"43.6545174,-79.3895315"
Banh Mi Boys,392 Queen Street W,4.5,1236.0,"43.6545174,-79.3895315"
Richmond Station,1 Richmond Street W,4.5,866.0,"43.6545174,-79.3895315"
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1791.0,"43.6545174,-79.3895315"
JaBistro,222 Richmond Street W,4.0,580.0,"43.6545174,-79.3895315"
Blaze Pizza,10 Dundas St. East,4.5,581.0,"43.6545174,-79.3895315"
GB Hand-pulled Noodles,66 Edward Street,4.0,571.0,"43.6545174,-79.3895315"
Khao San Road,11 Charlotte Street,4.0,1686.0,"43.6545174,-79.3895315"
Ikkousha Ramen,249 Queen Street W,4.5,283.0,"43.6545174,-79.3895315"
Karine's,109 McCaul Street,4.0,251.0,"43.6545174,-79.3895315"
Juicy Dumpling,280 Spadina Ave,4.5,592.0,"43.6545174,-79.3895315"
Eggspectation,483 Bay Street,4.0,750.0,"43.6545174,-79.3895315"
Poke Guys,112 Elizabeth Street,4.0,372.0,"43.6545174,-79.3895315"
Japango,122 Elizabeth Street,3.5,712.0,"43.6545174,-79.3895315"
Alo Restaurant,163 Spadina Avenue,4.5,326.0,"43.6545174,-79.3895315"
Cafe Landwer - Adelaide & University,165 University Avenue,4.0,481.0,"43.6545174,-79.3895315"
Yasu,81 Harbord Street,4.5,415.0,"43.665846,-79.404998"
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1008.0,"43.665846,-79.404998"
Rasa,196 Robert Street,4.5,317.0,"43.665846,-79.404998"
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,500.0,"43.665846,-79.404998"
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183.0,"43.665846,-79.404998"
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,397.0,"43.665846,-79.404998"
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,303.0,"43.665846,-79.404998"
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,181.0,"43.665846,-79.404998"
Fresh On Bloor,326 Bloor Street W,3.5,334.0,"43.665846,-79.404998"
Rustle & Still Café,605 Bloor Street W,4.5,150.0,"43.665846,-79.404998"
Hodo Kwaja,656 Bloor Street W,4.5,240.0,"43.665846,-79.404998"
Snakes & Lattes Annex,600 Bloor Street W,4.0,355.0,"43.665846,-79.404998"
Mr.Tonkatsu,520 Bloor Street W,4.0,192.0,"43.665846,-79.404998"
Buk Chang Dong Soon Tofu,691 Bloor Street W,4.0,477.0,"43.665846,-79.404998"
Korean Village Restaurant,628 Bloor Street W,4.0,402.0,"43.665846,-79.404998"
Piano Piano,88 Harbord Street,3.5,295.0,"43.665846,-79.404998"
Yummy Korean Food Restaurant,620 Bloor Street W,4.0,270.0,"43.665846,-79.404998"
Famoso Neapolitan,386 Bloor Street W,4.0,169.0,"43.665846,-79.404998"
Zaad,348 Bloor Street West,4.5,58.0,"43.665846,-79.404998"
LA LA Bakeshop,346 A Bloor Street W,4.5,35.0,"43.665846,-79.404998"
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3338.0,"43.6461,-79.3895"
Byblos,11 Duncan Street,4.5,890.0,"43.6461,-79.3895"
Khao San Road,11 Charlotte Street,4.0,1686.0,"43.6461,-79.3895"
Banh Mi Boys,392 Queen Street W,4.5,1236.0,"43.6461,-79.3895"
JaBistro,222 Richmond Street W,4.0,580.0,"43.6461,-79.3895"
Ravi Soups,322 Adelaide Street W,4.5,364.0,"43.6461,-79.3895"
Jacobs & Co. Steakhouse,12 Brant Street,4.5,603.0,"43.6461,-79.3895"
Canoe,66 Wellington Street  W,4.0,734.0,"43.6461,-79.3895"
Richmond Station,1 Richmond Street W,4.5,866.0,"43.6461,-79.3895"
Alo Restaurant,163 Spadina Avenue,4.5,326.0,"43.6461,-79.3895"
Cafe Landwer - Adelaide & University,165 University Avenue,4.0,481.0,"43.6461,-79.3895"
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1457.0,"43.6461,-79.3895"
Ikkousha Ramen,249 Queen Street W,4.5,283.0,"43.6461,-79.3895"
360 Restaurant,CN Tower,3.5,967.0,"43.6461,-79.3895"
The Haam,342 Adelaide St W,4.0,303.0,"43.6461,-79.3895"
Yuzu No Hana,236 Adelaide Street W,4.0,570.0,"43.6461,-79.3895"
Gusto 101,101 Portland Street,4.0,1100.0,"43.6461,-79.3895"
Miku,105-10 Bay Street,4.0,878.0,"43.6461,-79.3895"
Sansotei Ramen,179 Dundas Street W,4.0,932.0,"43.6461,-79.3895"
Aloette,163 Spadina Avenue,4.5,279.0,"43.6461,-79.3895"
Isabella's Mochi Donut Boutique,2066 Queen St East,4.5,134.0,"43.671349,-79.29451"
Kyouka Ramen,2222 Queen St E,4.5,133.0,"43.671349,-79.29451"
Yumei Sushi,2116 Queen Street E,4.0,92.0,"43.671349,-79.29451"
Bagels On Fire,2248 Queen Street E,4.5,91.0,"43.671349,-79.29451"
Xola Mexican Food,2222A Queen Street  E,4.0,85.0,"43.671349,-79.29451"
Green Eggplant Restaurant,2022 Queen Street E,4.0,83.0,"43.671349,-79.29451"
Limon,1968 Queen Street E,4.5,33.0,"43.671349,-79.29451"
Thai House Cuisine,2213 Queen Sreet E,3.5,46.0,"43.671349,-79.29451"
Beacher Cafe,2162 Queen Street E,3.5,76.0,"43.671349,-79.29451"
Tiflisi,1970 Queen Street E,4.5,26.0,"43.671349,-79.29451"
The Bulging Burger,2459 Queen Street  E,4.5,39.0,"43.671349,-79.29451"
Delina Restaurant,1891 Queen Street E,4.5,51.0,"43.671349,-79.29451"
Genji Sushi,2250 Queen Street E,4.5,32.0,"43.671349,-79.29451"
La Sala Restaurant,1975a Queen Street E,4.0,45.0,"43.671349,-79.29451"
Delhi Bistro,2214 Queen Street E,4.0,38.0,"43.671349,-79.29451"
ViVetha Bistro,2485 Queen Street E,4.0,86.0,"43.671349,-79.29451"
Sunset Grill,2006 Queen Street E,3.5,55.0,"43.671349,-79.29451"
Mira Mira,1963 Queen Street E,4.0,24.0,"43.671349,-79.29451"
Breakwall BBQ,1910 Queen Street E,4.0,54.0,"43.671349,-79.29451"
Souvlaki Hut,2100 Queen Street E,4.0,23.0,"43.671349,-79.29451"
The Burger's Priest,1636 Queen Street E,3.5,503.0,"43.667208,-79.312315"
Lahore Tikka House,1365 Gerrard Street E,3.5,542.0,"43.667208,-79.312315"
Lake Inez,1471 Gerrard Street E,4.5,92.0,"43.667208,-79.312315"
Lazy Daisy's Cafe,1515 Gerrard Street E,4.0,149.0,"43.667208,-79.312315"
Udupi Palace,1460 Gerrard Street E,3.5,206.0,"43.667208,-79.312315"
Casa Di Giorgios,1646 Queen St E,4.0,73.0,"43.667208,-79.312315"
Delina Restaurant,1891 Queen Street E,4.5,51.0,"43.667208,-79.312315"
Sauvignon Bistro,1862 Queen Street E,4.0,40.0,"43.667208,-79.312315"
British Style Fish & Chips,73 Coxwell Avenue,4.0,51.0,"43.667208,-79.312315"
Limon,1968 Queen Street E,4.5,33.0,"43.667208,-79.312315"
O Sushi,6 Coxwell Avenue,4.0,57.0,"43.667208,-79.312315"
Regency Restaurant,1423 Gerrard Street E,4.0,77.0,"43.667208,-79.312315"
Breakwall BBQ,1910 Queen Street E,4.0,54.0,"43.667208,-79.312315"
Chick-N-Joy,1483 Queen Street E,4.0,55.0,"43.667208,-79.312315"
Motimahal,1422 Gerrard St E,3.5,107.0,"43.667208,-79.312315"
Toto Sushi,1455 Gerrard Street E,4.5,29.0,"43.667208,-79.312315"
The Famous Indian Cuisine,1410 Gerrard Street E,4.0,65.0,"43.667208,-79.312315"
Tiflisi,1970 Queen Street E,4.5,26.0,"43.667208,-79.312315"
Flying Pony,1481 Gerrard Street E,4.0,31.0,"43.667208,-79.312315"
Burrito Bandidos,1614 Queen Street E,3.5,57.0,"43.667208,-79.312315"
Kyouka Ramen,2222 Queen St E,4.5,133.0,"43.669328,-79.288949"
Isabella's Mochi Donut Boutique,2066 Queen St East,4.5,134.0,"43.669328,-79.288949"
Bagels On Fire,2248 Queen Street E,4.5,91.0,"43.669328,-79.288949"
Xola Mexican Food,2222A Queen Street  E,4.0,85.0,"43.669328,-79.288949"
Yumei Sushi,2116 Queen Street E,4.0,92.0,"43.669328,-79.288949"
The Bulging Burger,2459 Queen Street  E,4.5,39.0,"43.669328,-79.288949"
Genji Sushi,2250 Queen Street E,4.5,32.0,"43.669328,-79.288949"
Green Eggplant Restaurant,2022 Queen Street E,4.0,83.0,"43.669328,-79.288949"
ViVetha Bistro,2485 Queen Street E,4.0,86.0,"43.669328,-79.288949"
Beacher Cafe,2162 Queen Street E,3.5,76.0,"43.669328,-79.288949"
Delhi Bistro,2214 Queen Street E,4.0,38.0,"43.669328,-79.288949"
Garden Gate Restaurant,2379 Queen Street E,3.5,55.0,"43.669328,-79.288949"
Thai House Cuisine,2213 Queen Sreet E,3.5,46.0,"43.669328,-79.288949"
Outrigger,2232 Queen Street E,3.0,72.0,"43.669328,-79.288949"
La Sala Restaurant,1975a Queen Street E,4.0,45.0,"43.669328,-79.288949"
Sunset Grill,2006 Queen Street E,3.5,55.0,"43.669328,-79.288949"
Souvlaki Hut,2100 Queen Street E,4.0,23.0,"43.669328,-79.288949"
The Haven Low-Carb Cafe,2256 Queen St E,5.0,4.0,"43.669328,-79.288949"
Frosted Flavors,2198 A Queen Street E,4.5,5.0,"43.669328,-79.288949"
Tandoori Curry House,2306 Queen Street East,4.0,15.0,"43.669328,-79.288949"
Kyouka Ramen,2222 Queen St E,4.5,133.0,"43.672571,-79.289"
Bagels On Fire,2248 Queen Street E,4.5,91.0,"43.672571,-79.289"
Xola Mexican Food,2222A Queen Street  E,4.0,85.0,"43.672571,-79.289"
Isabella's Mochi Donut Boutique,2066 Queen St East,4.5,134.0,"43.672571,-79.289"
Yumei Sushi,2116 Queen Street E,4.0,92.0,"43.672571,-79.289"
The Bulging Burger,2459 Queen Street  E,4.5,39.0,"43.672571,-79.289"
Genji Sushi,2250 Queen Street E,4.5,32.0,"43.672571,-79.289"
Delhi Bistro,2214 Queen Street E,4.0,38.0,"43.672571,-79.289"
ViVetha Bistro,2485 Queen Street E,4.0,86.0,"43.672571,-79.289"
No Bull Burgers,1019 Kingston Road,4.0,103.0,"43.672571,-79.289"
Green Eggplant Restaurant,2022 Queen Street E,4.0,83.0,"43.672571,-79.289"
Beacher Cafe,2162 Queen Street E,3.5,76.0,"43.672571,-79.289"
Fearless Meat,884 Kingston Road,4.5,36.0,"43.672571,-79.289"
Garden Gate Restaurant,2379 Queen Street E,3.5,55.0,"43.672571,-79.289"
Outrigger,2232 Queen Street E,3.0,72.0,"43.672571,-79.289"
The Beech Tree,924 Kingston Road,4.0,53.0,"43.672571,-79.289"
Thai House Cuisine,2213 Queen Sreet E,3.5,46.0,"43.672571,-79.289"
The Green Dragon,1032 Kingston Road,4.0,34.0,"43.672571,-79.289"
La Sala Restaurant,1975a Queen Street E,4.0,45.0,"43.672571,-79.289"
Sunset Grill,2006 Queen Street E,3.5,55.0,"43.672571,-79.289"
Khao San Road,11 Charlotte Street,4.0,1686.0,"43.638497,-79.39192"
Jacobs & Co. Steakhouse,12 Brant Street,4.5,603.0,"43.638497,-79.39192"
Gusto 101,101 Portland Street,4.0,1100.0,"43.638497,-79.39192"
360 Restaurant,CN Tower,3.5,967.0,"43.638497,-79.39192"
Lee Restaurant,601 King Street W,4.0,706.0,"43.638497,-79.39192"
Wvrst,609 King Street W,4.0,827.0,"43.638497,-79.39192"
Wilbur Mexicana,552 King Street W,4.0,607.0,"43.638497,-79.39192"
Mira,420A Wellington Street W,4.5,256.0,"43.638497,-79.39192"
Canoe,66 Wellington Street  W,4.0,734.0,"43.638497,-79.39192"
Rodney's Oyster House,469 King Street W,4.0,430.0,"43.638497,-79.39192"
Le Sélect Bistro,432 Wellington Street W,4.0,452.0,"43.638497,-79.39192"
Patria,480 King Street W,4.0,532.0,"43.638497,-79.39192"
Strange Love,101 Spadina Avenue,4.5,201.0,"43.638497,-79.39192"
The Haam,342 Adelaide St W,4.0,303.0,"43.638497,-79.39192"
Indian Roti House,256 Queens Quay W,4.0,223.0,"43.638497,-79.39192"
Aanch,259 Wellington St W,4.0,184.0,"43.638497,-79.39192"
Chubby's Jamaican Kitchen,104 Portland Street,4.0,308.0,"43.638497,-79.39192"
Evviva Breakfast & Lunch,25 Lower Simcoe,4.0,349.0,"43.638497,-79.39192"
Buca,604 King Street W,4.0,452.0,"43.638497,-79.39192"
Akira Back,80 Blue Jays Way,4.0,192.0,"43.638497,-79.39192"
The Burger's Priest,1636 Queen Street E,3.5,503.0,"43.662771,-79.315223"
Chino Locos Original,4 Greenwood Avenue,4.0,190.0,"43.662771,-79.315223"
Lahore Tikka House,1365 Gerrard Street E,3.5,542.0,"43.662771,-79.315223"
Casa Di Giorgios,1646 Queen St E,4.0,73.0,"43.662771,-79.315223"
The Sidekick,1374 Queen Street E,4.5,31.0,"43.662771,-79.315223"
Chick-N-Joy,1483 Queen Street E,4.0,55.0,"43.662771,-79.315223"
O Sushi,6 Coxwell Avenue,4.0,57.0,"43.662771,-79.315223"
British Style Fish & Chips,73 Coxwell Avenue,4.0,51.0,"43.662771,-79.315223"
Delina Restaurant,1891 Queen Street E,4.5,51.0,"43.662771,-79.315223"
Sauvignon Bistro,1862 Queen Street E,4.0,40.0,"43.662771,-79.315223"
Tea N Bannock,1294 Gerrard Street E,4.5,44.0,"43.662771,-79.315223"
Burrito Bandidos,1614 Queen Street E,3.5,57.0,"43.662771,-79.315223"
Jaclyn's,1588 Queen Street E,4.5,14.0,"43.662771,-79.315223"
Breakwall BBQ,1910 Queen Street E,4.0,54.0,"43.662771,-79.315223"
Karma's Kitchen,1411 Gerrard Street E,4.0,61.0,"43.662771,-79.315223"
Maru Japanese Bistro,1402 Queen Street E,4.0,15.0,"43.662771,-79.315223"
Le Conciliabule,1300 Gerrard Street E,4.5,12.0,"43.662771,-79.315223"
Beach Club,1681 Lake Shore Boulevard E,3.0,17.0,"43.662771,-79.315223"
Desi Burger,1342 Gerrard Street E,4.0,12.0,"43.662771,-79.315223"
Yum Croissant,1917 Queen Street East,3.5,19.0,"43.662771,-79.315223"
Tinuno,31 Howard Street,4.0,619.0,"43.66852,-79.363525"
El Nahual Tacos,556 parliament st,4.5,147.0,"43.66852,-79.363525"
The House On Parliament,454 Parliament Street,4.0,316.0,"43.66852,-79.363525"
Zakkushi On Carlton,193 Carlton Street,4.0,324.0,"43.66852,-79.363525"
Lady Marmalade,265 Broadview Avenue,4.0,625.0,"43.66852,-79.363525"
RYUS Noodle Bar,786 Broadview Avenue,4.0,386.0,"43.66852,-79.363525"
Pantheon Restaurant,407 Danforth Avenue,4.0,341.0,"43.66852,-79.363525"
Maya Bay Thai,252 Carlton Street,4.5,46.0,"43.66852,-79.363525"
Momo Hut & Gardens,401 Danforth Avenue,4.5,116.0,"43.66852,-79.363525"
Salt and Tobacco,521 Parliament Street,4.0,61.0,"43.66852,-79.363525"
Saigon PAI,446 Parliament Street,4.5,51.0,"43.66852,-79.363525"
F'Amelia,12 Amelia Street,3.5,128.0,"43.66852,-79.363525"
Kibo Sushi House,533 Parliament Street,4.0,70.0,"43.66852,-79.363525"
Butter Chicken Factory,556 Parliament Street,3.5,152.0,"43.66852,-79.363525"
El Charro,788 Broadview ave,4.0,86.0,"43.66852,-79.363525"
Off The Hook Fishbar,749 Broadview Avenue,3.5,168.0,"43.66852,-79.363525"
Chew Chew's Diner,186 Carlton Street,4.0,106.0,"43.66852,-79.363525"
Mr Jerk,209 Wellesley Street E,4.0,88.0,"43.66852,-79.363525"
Papyrus,337 Danforth Avenue,4.5,41.0,"43.66852,-79.363525"
Stock In Trade,307 Danforth Avenue,5.0,30.0,"43.66852,-79.363525"
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1457.0,"43.652473,-79.401456"
Banh Mi Boys,392 Queen Street W,4.5,1236.0,"43.652473,-79.401456"
Juicy Dumpling,280 Spadina Ave,4.5,592.0,"43.652473,-79.401456"
Ramen Isshin,421 College Street,4.5,794.0,"43.652473,-79.401456"
