name,address,yelp_rating,yelp_total_ratings,yelp_num_res,coordinates
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,884.0,50.0,"43.656729,-79.382736"
Salad King Restaurant,340 Yonge Street,3.5,1013.0,50.0,"43.656729,-79.382736"
Poke Guys,112 Elizabeth Street,4.0,372.0,50.0,"43.656729,-79.382736"
JOEY Eaton Centre,1 Dundas St W,3.5,528.0,50.0,"43.656729,-79.382736"
The Senator,249 Victoria Street,4.0,489.0,50.0,"43.656729,-79.382736"
The Queen And Beaver Public House,35 Elm Street,4.0,405.0,50.0,"43.656729,-79.382736"
Japango,122 Elizabeth Street,3.5,712.0,50.0,"43.656729,-79.382736"
Pearl Diver,100 Adelaide Street E,4.0,619.0,50.0,"43.656729,-79.382736"
Barberian's Steak House,7 Elm Street,4.0,309.0,50.0,"43.656729,-79.382736"
JaBistro,222 Richmond Street W,4.0,580.0,50.0,"43.656729,-79.382736"
Manpuku Japanese Eatery,105 McCaul Street,4.0,512.0,50.0,"43.656729,-79.382736"
Adega Restaurante,33 Elm St,4.0,157.0,50.0,"43.656729,-79.382736"
Sap,401 Bay Street,3.5,550.0,50.0,"43.656729,-79.382736"
Cafe Landwer - Adelaide & University,165 University Avenue,4.0,481.0,50.0,"43.656729,-79.382736"
Egg Club,88 Dundas Street E,4.5,121.0,50.0,"43.656729,-79.382736"
Ikkousha Ramen,249 Queen Street W,4.5,283.0,50.0,"43.656729,-79.382736"
Mystic Muffin,113 Jarvis Street,4.5,290.0,50.0,"43.656729,-79.382736"
George Restaurant,111 Queen Street E,4.5,292.0,50.0,"43.656729,-79.382736"
Beerbistro,18 King Street E,4.0,679.0,50.0,"43.656729,-79.382736"
Gyubee Japanese Grill - Dundas,157 Dundas St W,4.5,154.0,50.0,"43.656729,-79.382736"
Tachi,111 Richmond Street W,4.5,173.0,50.0,"43.656729,-79.382736"
Cactus Club Cafe,77 Adelaide Street W,4.0,579.0,50.0,"43.656729,-79.382736"
Estiatorio Volos,133 Richmond St W,4.0,331.0,50.0,"43.656729,-79.382736"
The Keg Steakhouse + Bar - York Street,165 York Street,4.0,298.0,50.0,"43.656729,-79.382736"
Basil Box,351 Yonge Street,4.0,187.0,50.0,"43.656729,-79.382736"
The Carbon Bar,99 Queen Street East,4.0,407.0,50.0,"43.656729,-79.382736"
Chef's Hall,111 Richmond Street W,4.0,311.0,50.0,"43.656729,-79.382736"
Karine's,109 McCaul Street,4.0,251.0,50.0,"43.656729,-79.382736"
Donatello Restaurant,37 Elm Street,4.0,180.0,50.0,"43.656729,-79.382736"
KINTON RAMEN,396 Church Street,4.0,226.0,50.0,"43.656729,-79.382736"
Rolltation,207 Dundas Street W,4.0,225.0,50.0,"43.656729,-79.382736"
Kintaro Izakaya,459 Church Street,4.0,231.0,50.0,"43.656729,-79.382736"
Sushi & BBbop,Food Court At Aura,4.5,87.0,50.0,"43.656729,-79.382736"
The Chase,10 Temperance Street,3.5,422.0,50.0,"43.656729,-79.382736"
Lai Wah Heen,108 Chestnut Street,3.5,225.0,50.0,"43.656729,-79.382736"
Chipotle Mexican Grill,323 Yonge Street,3.5,246.0,50.0,"43.656729,-79.382736"
Kimchi Korea House,149 Dundas Street W,3.5,293.0,50.0,"43.656729,-79.382736"
Yuzu No Hana,236 Adelaide Street W,4.0,570.0,50.0,"43.656729,-79.382736"
Konjiki Ramen Downtown,41 Elm Street,4.0,107.0,50.0,"43.656729,-79.382736"
Koh Lipe,35 Baldwin Street,4.0,239.0,50.0,"43.656729,-79.382736"
King Taps,100 King Street W,4.0,384.0,50.0,"43.656729,-79.382736"
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1008.0,50.0,"43.664467,-79.414783"
Hodo Kwaja,656 Bloor Street W,4.5,240.0,50.0,"43.664467,-79.414783"
Buk Chang Dong Soon Tofu,691 Bloor Street W,4.0,477.0,50.0,"43.664467,-79.414783"
Korean Village Restaurant,628 Bloor Street W,4.0,402.0,50.0,"43.664467,-79.414783"
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,500.0,50.0,"43.664467,-79.414783"
Rustle & Still Café,605 Bloor Street W,4.5,150.0,50.0,"43.664467,-79.414783"
Snakes & Lattes Annex,600 Bloor Street W,4.0,355.0,50.0,"43.664467,-79.414783"
Yasu,81 Harbord Street,4.5,416.0,50.0,"43.664467,-79.414783"
Ramen Isshin,421 College Street,4.5,794.0,50.0,"43.664467,-79.414783"
Yummy Korean Food Restaurant,620 Bloor Street W,4.0,270.0,50.0,"43.664467,-79.414783"
Tofu Village - House of Soon Tofu,681 Bloor Street W,4.0,202.0,50.0,"43.664467,-79.414783"
Jin Dal Lae,647 Bloor Street W,4.5,110.0,50.0,"43.664467,-79.414783"
Rasa,196 Robert Street,4.5,317.0,50.0,"43.664467,-79.414783"
Tacos El Asador,689 Bloor Street W,4.0,323.0,50.0,"43.664467,-79.414783"
Kevin's Taiyaki,675 Bloor Street,4.5,78.0,50.0,"43.664467,-79.414783"
Barrio Coreano,642 Bloor Street W,3.5,247.0,50.0,"43.664467,-79.414783"
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,397.0,50.0,"43.664467,-79.414783"
Mr.Tonkatsu,520 Bloor Street W,4.0,192.0,50.0,"43.664467,-79.414783"
Sunrise House,661 Bloor Street W,4.0,216.0,50.0,"43.664467,-79.414783"
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183.0,50.0,"43.664467,-79.414783"
Daldongnae,658 Bloor Street,4.5,78.0,50.0,"43.664467,-79.414783"
Her Chef,599 Bloor Street W,4.5,60.0,50.0,"43.664467,-79.414783"
La Bella Managua,872 Bloor Street W,4.5,247.0,50.0,"43.664467,-79.414783"
Banjara Indian Cuisine,796 Bloor Street W,3.5,444.0,50.0,"43.664467,-79.414783"
Chung Chun Rice Dog,615 Bloor Street W,4.5,69.0,50.0,"43.664467,-79.414783"
Paldo Gangsan,694 Bloor Street  W,4.5,85.0,50.0,"43.664467,-79.414783"
Imonay House Restaurant,665 Bloor Street W,4.0,88.0,50.0,"43.664467,-79.414783"
DaiLo,503 College Street,4.0,313.0,50.0,"43.664467,-79.414783"
Mallo,785  Bathurst Street,5.0,44.0,50.0,"43.664467,-79.414783"
Bar Raval,505 College Street,4.0,315.0,50.0,"43.664467,-79.414783"
La Carnita,501 College Street,3.5,540.0,50.0,"43.664467,-79.414783"
Arisu Korean BBQ & Sushi,584 Bloor Street W,3.5,212.0,50.0,"43.664467,-79.414783"
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,181.0,50.0,"43.664467,-79.414783"
Hancook Cheese Dakgalbi,605 Bloor Street W,4.0,82.0,50.0,"43.664467,-79.414783"
Jjin Toast,792 Bathurst Street,5.0,24.0,50.0,"43.664467,-79.414783"
Northwood,815 W Bloor Street,4.0,123.0,50.0,"43.664467,-79.414783"
Madras Masala,796 Bloor Street W,4.0,159.0,50.0,"43.664467,-79.414783"
KINTON RAMEN,668 Bloor Street W,3.5,143.0,50.0,"43.664467,-79.414783"
Ninetails Coffee Bar,651 Bloor Street W,4.5,26.0,50.0,"43.664467,-79.414783"
Napoli Centrale,964 Bathurst Street,4.5,65.0,50.0,"43.664467,-79.414783"
Doo Roo Ae,659 Bloor Street  West,3.5,86.0,50.0,"43.664467,-79.414783"
MaMa Chef Korean Restaurant,648 Bloor Street W,4.0,67.0,50.0,"43.664467,-79.414783"
Sushi On Bloor,525 Bloor Street W,3.5,174.0,50.0,"43.664467,-79.414783"
Sneaky Dee's,431 College Street,3.5,464.0,50.0,"43.664467,-79.414783"
El Pocho Antojitos Bar,2 Follis Avenue,4.5,80.0,50.0,"43.664467,-79.414783"
Fresh On Bloor,326 Bloor Street W,3.5,334.0,50.0,"43.664467,-79.414783"
Poop Cafe,706 Bloor St W,3.0,273.0,50.0,"43.664467,-79.414783"
El Furniture Warehouse - Bloor St,410 Bloor St West,3.0,325.0,50.0,"43.664467,-79.414783"
Ave Maria Latin Café,631 Bloor Street W,4.0,39.0,50.0,"43.664467,-79.414783"
Piano Piano,88 Harbord Street,3.5,295.0,50.0,"43.664467,-79.414783"
Black Camel,4 Crescent Road,4.5,379.0,50.0,"43.675492,-79.388858"
Grandma Loves You,1084 Yonge Street,5.0,71.0,50.0,"43.675492,-79.388858"
PLANTA,1221 Bay Street,4.0,486.0,50.0,"43.675492,-79.388858"
Scaramouche Restaurant Pasta Bar & Grill,1 Benvenuto Place,4.5,329.0,50.0,"43.675492,-79.388858"
Trattoria Nervosa,75 Yorkville Avenue,4.0,384.0,50.0,"43.675492,-79.388858"
Joso's,202 Davenport Road,4.5,165.0,50.0,"43.675492,-79.388858"
Wow Sushi,11 Charles Street,4.0,424.0,50.0,"43.675492,-79.388858"
Sassafraz,100 Cumberland Street,3.5,405.0,50.0,"43.675492,-79.388858"
Playa Cabana,111 Dupont Street,4.0,467.0,50.0,"43.675492,-79.388858"
Café Boulud,60 Yorkville Avenue,3.5,275.0,50.0,"43.675492,-79.388858"
Buca Yorkville,53 Scollard Street,4.0,204.0,50.0,"43.675492,-79.388858"
Salad Days,Cumberland Terrace,4.5,124.0,50.0,"43.675492,-79.388858"
Okonomi House Restaurant,23 Charles Street W,4.0,309.0,50.0,"43.675492,-79.388858"
The Keg Steakhouse + Bar,515 Jarvis Street,4.0,365.0,50.0,"43.675492,-79.388858"
Portici,6 Scollard Street,4.0,86.0,50.0,"43.675492,-79.388858"
Utsav,69 Yorkville Ave,4.0,133.0,50.0,"43.675492,-79.388858"
Salad House,13 Hayden Street,4.5,88.0,50.0,"43.675492,-79.388858"
Blu Ristorante,90 Avenue Road,4.0,170.0,50.0,"43.675492,-79.388858"
Lee Chen Bistro,813 Yonge Street,3.5,173.0,50.0,"43.675492,-79.388858"
Tokyo Kitchen,20 Charles Street E,4.0,164.0,50.0,"43.675492,-79.388858"
Eataly Toronto,55 Bloor Street W,3.5,270.0,50.0,"43.675492,-79.388858"
Yorkville Crepes,18 Yorkville Avenue,3.5,183.0,50.0,"43.675492,-79.388858"
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,303.0,50.0,"43.675492,-79.388858"
7 West Cafe,7 Charles Street W,3.5,433.0,50.0,"43.675492,-79.388858"
The Oxley,121 Yorkville Avenue,4.0,167.0,50.0,"43.675492,-79.388858"
Naan & Kabob,691 Yonge Street,4.0,140.0,50.0,"43.675492,-79.388858"
Chick-fil-A,709 Yonge St,4.0,115.0,50.0,"43.675492,-79.388858"
Bhoj Indian Cuisine,21 Davenport Road,4.0,69.0,50.0,"43.675492,-79.388858"
Dimmi Bar & Trattoria,140 Cumberland St,3.5,214.0,50.0,"43.675492,-79.388858"
Cabano's Comfort Food,75 Saint Nicholas Street,4.5,75.0,50.0,"43.675492,-79.388858"
Kiro Sushi,4 Collier Street,4.0,78.0,50.0,"43.675492,-79.388858"
O.Noir,620 Church St,3.5,377.0,50.0,"43.675492,-79.388858"
The Rebel House,1068 Yonge Street,3.5,122.0,50.0,"43.675492,-79.388858"
Ristorante Sotto Sotto,120 Avenue Road,4.0,120.0,50.0,"43.675492,-79.388858"
Kasa Moto,115 Yorkville Avenue,3.5,256.0,50.0,"43.675492,-79.388858"
Fieramosca,36A Prince Arthur Avenue,4.5,110.0,50.0,"43.675492,-79.388858"
Storm Crow Manor,580 Church Street,4.0,137.0,50.0,"43.675492,-79.388858"
Pi Co,1200 Bay Street,3.5,112.0,50.0,"43.675492,-79.388858"
8Mile Detroit Style Pizza,9 Charles Street West,4.5,55.0,50.0,"43.675492,-79.388858"
Terroni,1095 Yonge Street,3.0,319.0,50.0,"43.675492,-79.388858"
Hemingway's Restaurant,142 Cumberland St,3.0,291.0,50.0,"43.675492,-79.388858"
One Restaurant,116 Yorkville Avenue,3.5,226.0,50.0,"43.675492,-79.388858"
Morton's The Steakhouse,4 Avenue Road,4.0,143.0,50.0,"43.675492,-79.388858"
Carole's Cheesecake Cafe,114 Cumberland Street,3.5,213.0,50.0,"43.675492,-79.388858"
Yamato Japanese Restaurant,24 Bellair Street,3.5,196.0,50.0,"43.675492,-79.388858"
Fabarnak Community Cafe and Catering,519 Church Street,4.0,127.0,50.0,"43.675492,-79.388858"
Mineral,1027 Yonge Street,4.5,18.0,50.0,"43.675492,-79.388858"
Flo's Diner,70 Yorkville Avenue,3.5,132.0,50.0,"43.675492,-79.388858"
Yuzuki,120 Bloor Street E,4.5,39.0,50.0,"43.675492,-79.388858"
Koyoi Restaurant & Bar,2 Irwin Avenue,4.0,135.0,50.0,"43.675492,-79.388858"
Joso's,202 Davenport Road,4.5,165.0,50.0,"43.674991,-79.396273"
Black Camel,4 Crescent Road,4.5,379.0,50.0,"43.674991,-79.396273"
Scaramouche Restaurant Pasta Bar & Grill,1 Benvenuto Place,4.5,329.0,50.0,"43.674991,-79.396273"
Playa Cabana,111 Dupont Street,4.0,467.0,50.0,"43.674991,-79.396273"
Grandma Loves You,1084 Yonge Street,5.0,71.0,50.0,"43.674991,-79.396273"
PLANTA,1221 Bay Street,4.0,486.0,50.0,"43.674991,-79.396273"
Trattoria Nervosa,75 Yorkville Avenue,4.0,384.0,50.0,"43.674991,-79.396273"
Sassafraz,100 Cumberland Street,3.5,405.0,50.0,"43.674991,-79.396273"
Blu Ristorante,90 Avenue Road,4.0,170.0,50.0,"43.674991,-79.396273"
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,303.0,50.0,"43.674991,-79.396273"
Ristorante Sotto Sotto,120 Avenue Road,4.0,120.0,50.0,"43.674991,-79.396273"
Wow Sushi,11 Charles Street,4.0,424.0,50.0,"43.674991,-79.396273"
Café Boulud,60 Yorkville Avenue,3.5,275.0,50.0,"43.674991,-79.396273"
Fieramosca,36A Prince Arthur Avenue,4.5,110.0,50.0,"43.674991,-79.396273"
Buca Yorkville,53 Scollard Street,4.0,204.0,50.0,"43.674991,-79.396273"
Okonomi House Restaurant,23 Charles Street W,4.0,309.0,50.0,"43.674991,-79.396273"
The Oxley,121 Yorkville Avenue,4.0,167.0,50.0,"43.674991,-79.396273"
Utsav,69 Yorkville Ave,4.0,133.0,50.0,"43.674991,-79.396273"
Salad Days,Cumberland Terrace,4.5,124.0,50.0,"43.674991,-79.396273"
Dimmi Bar & Trattoria,140 Cumberland St,3.5,214.0,50.0,"43.674991,-79.396273"
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,397.0,50.0,"43.674991,-79.396273"
Eataly Toronto,55 Bloor Street W,3.5,270.0,50.0,"43.674991,-79.396273"
Morton's The Steakhouse,4 Avenue Road,4.0,143.0,50.0,"43.674991,-79.396273"
Kasa Moto,115 Yorkville Avenue,3.5,256.0,50.0,"43.674991,-79.396273"
Fresh On Bloor,326 Bloor Street W,3.5,334.0,50.0,"43.674991,-79.396273"
Le Paradis Brasserie Bistro,166 Bedford Road,3.5,109.0,50.0,"43.674991,-79.396273"
Portici,6 Scollard Street,4.0,86.0,50.0,"43.674991,-79.396273"
Opus Restaurant,37 Prince Arthur Avenue,4.0,73.0,50.0,"43.674991,-79.396273"
Salad House,13 Hayden Street,4.5,88.0,50.0,"43.674991,-79.396273"
One Restaurant,116 Yorkville Avenue,3.5,226.0,50.0,"43.674991,-79.396273"
Roti Cuisine of India,308 Dupont Street,4.5,119.0,50.0,"43.674991,-79.396273"
7 West Cafe,7 Charles Street W,3.5,433.0,50.0,"43.674991,-79.396273"
Hemingway's Restaurant,142 Cumberland St,3.0,291.0,50.0,"43.674991,-79.396273"
Tokyo Kitchen,20 Charles Street E,4.0,164.0,50.0,"43.674991,-79.396273"
Yorkville Crepes,18 Yorkville Avenue,3.5,183.0,50.0,"43.674991,-79.396273"
Lee Chen Bistro,813 Yonge Street,3.5,173.0,50.0,"43.674991,-79.396273"
STK Toronto,153 Yorkville Avenue,3.5,215.0,50.0,"43.674991,-79.396273"
Naan & Kabob,691 Yonge Street,4.0,140.0,50.0,"43.674991,-79.396273"
Bar Reyna,158 Cumberland Street,3.5,142.0,50.0,"43.674991,-79.396273"
Cabano's Comfort Food,75 Saint Nicholas Street,4.5,75.0,50.0,"43.674991,-79.396273"
Carole's Cheesecake Cafe,114 Cumberland Street,3.5,213.0,50.0,"43.674991,-79.396273"
Mimi Chinese,265 Davenport Road,4.0,42.0,50.0,"43.674991,-79.396273"
Chick-fil-A,709 Yonge St,4.0,115.0,50.0,"43.674991,-79.396273"
Pi Co,1200 Bay Street,3.5,112.0,50.0,"43.674991,-79.396273"
Yamato Japanese Restaurant,24 Bellair Street,3.5,196.0,50.0,"43.674991,-79.396273"
Bhoj Indian Cuisine,21 Davenport Road,4.0,69.0,50.0,"43.674991,-79.396273"
Haute Coffee,153 Dupont Street,4.5,37.0,50.0,"43.674991,-79.396273"
Terroni,1095 Yonge Street,3.0,319.0,50.0,"43.674991,-79.396273"
Osteria Giulia,134 Avenue Road,4.0,23.0,50.0,"43.674991,-79.396273"
Umami Poke,1252 Yonge Street,4.5,55.0,50.0,"43.674991,-79.396273"
PLANTA,1221 Bay Street,4.0,486.0,50.0,"43.671944,-79.387778"
Black Camel,4 Crescent Road,4.5,379.0,50.0,"43.671944,-79.387778"
Wow Sushi,11 Charles Street,4.0,424.0,50.0,"43.671944,-79.387778"
Trattoria Nervosa,75 Yorkville Avenue,4.0,384.0,50.0,"43.671944,-79.387778"
Sassafraz,100 Cumberland Street,3.5,405.0,50.0,"43.671944,-79.387778"
Salad Days,Cumberland Terrace,4.5,124.0,50.0,"43.671944,-79.387778"
Okonomi House Restaurant,23 Charles Street W,4.0,309.0,50.0,"43.671944,-79.387778"
Café Boulud,60 Yorkville Avenue,3.5,275.0,50.0,"43.671944,-79.387778"
Buca Yorkville,53 Scollard Street,4.0,204.0,50.0,"43.671944,-79.387778"
Riddle Room,579 Yonge Street,4.5,185.0,50.0,"43.671944,-79.387778"
Grandma Loves You,1084 Yonge Street,5.0,71.0,50.0,"43.671944,-79.387778"
Salad House,13 Hayden Street,4.5,88.0,50.0,"43.671944,-79.387778"
The Keg Steakhouse + Bar,515 Jarvis Street,4.0,365.0,50.0,"43.671944,-79.387778"
Tokyo Kitchen,20 Charles Street E,4.0,164.0,50.0,"43.671944,-79.387778"
Eataly Toronto,55 Bloor Street W,3.5,270.0,50.0,"43.671944,-79.387778"
7 West Cafe,7 Charles Street W,3.5,433.0,50.0,"43.671944,-79.387778"
Utsav,69 Yorkville Ave,4.0,133.0,50.0,"43.671944,-79.387778"
Portici,6 Scollard Street,4.0,86.0,50.0,"43.671944,-79.387778"
Joso's,202 Davenport Road,4.5,165.0,50.0,"43.671944,-79.387778"
Yorkville Crepes,18 Yorkville Avenue,3.5,183.0,50.0,"43.671944,-79.387778"
Lee Chen Bistro,813 Yonge Street,3.5,173.0,50.0,"43.671944,-79.387778"
Naan & Kabob,691 Yonge Street,4.0,140.0,50.0,"43.671944,-79.387778"
Chick-fil-A,709 Yonge St,4.0,115.0,50.0,"43.671944,-79.387778"
Kintaro Izakaya,459 Church Street,4.0,231.0,50.0,"43.671944,-79.387778"
Cabano's Comfort Food,75 Saint Nicholas Street,4.5,75.0,50.0,"43.671944,-79.387778"
Como En Casa,565 Yonge Street,4.0,241.0,50.0,"43.671944,-79.387778"
Kiro Sushi,4 Collier Street,4.0,78.0,50.0,"43.671944,-79.387778"
O.Noir,620 Church St,3.5,377.0,50.0,"43.671944,-79.387778"
The Oxley,121 Yorkville Avenue,4.0,167.0,50.0,"43.671944,-79.387778"
Dimmi Bar & Trattoria,140 Cumberland St,3.5,214.0,50.0,"43.671944,-79.387778"
8Mile Detroit Style Pizza,9 Charles Street West,4.5,55.0,50.0,"43.671944,-79.387778"
ramen RAIJIN ,24 Wellesley Street W,3.5,384.0,50.0,"43.671944,-79.387778"
Storm Crow Manor,580 Church Street,4.0,137.0,50.0,"43.671944,-79.387778"
Blu Ristorante,90 Avenue Road,4.0,170.0,50.0,"43.671944,-79.387778"
Si Lom Thai Bistro,534 Church Street,4.0,193.0,50.0,"43.671944,-79.387778"
Pi Co,1200 Bay Street,3.5,112.0,50.0,"43.671944,-79.387778"
Bhoj Indian Cuisine,21 Davenport Road,4.0,69.0,50.0,"43.671944,-79.387778"
Tokyo Sushi,33 St Joseph Street,4.0,135.0,50.0,"43.671944,-79.387778"
Fabarnak Community Cafe and Catering,519 Church Street,4.0,127.0,50.0,"43.671944,-79.387778"
Koyoi Restaurant & Bar,2 Irwin Avenue,4.0,135.0,50.0,"43.671944,-79.387778"
Kasa Moto,115 Yorkville Avenue,3.5,256.0,50.0,"43.671944,-79.387778"
Mogouyuan Hand-Pulled Noodles,760 Yonge St,4.0,77.0,50.0,"43.671944,-79.387778"
M'Zaar Restaurant,668 Yonge Street,4.0,148.0,50.0,"43.671944,-79.387778"
Fieramosca,36A Prince Arthur Avenue,4.5,110.0,50.0,"43.671944,-79.387778"
Yuzuki,120 Bloor Street E,4.5,39.0,50.0,"43.671944,-79.387778"
Carole's Cheesecake Cafe,114 Cumberland Street,3.5,213.0,50.0,"43.671944,-79.387778"
Hair of the Dog,425 Church Street,4.0,362.0,50.0,"43.671944,-79.387778"
Yamato Japanese Restaurant,24 Bellair Street,3.5,196.0,50.0,"43.671944,-79.387778"
Hemingway's Restaurant,142 Cumberland St,3.0,291.0,50.0,"43.671944,-79.387778"
Ginger,695 Yonge Street,3.0,226.0,50.0,"43.671944,-79.387778"
Lady Marmalade,265 Broadview Avenue,4.0,625.0,50.0,"43.662365,-79.351104"
White Lily Diner,678 Queen Street E,4.5,139.0,50.0,"43.662365,-79.351104"
Bach Yen,738 Gerrard Street E,4.0,210.0,50.0,"43.662365,-79.351104"
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,197.0,50.0,"43.662365,-79.351104"
Bonjour Brioche,812 Queen Street E,3.5,305.0,50.0,"43.662365,-79.351104"
Que Ling Restaurant,248 Boulton Avenue,4.0,89.0,50.0,"43.662365,-79.351104"
Mi Mi Restaurant,688 Gerrard Street E,4.0,135.0,50.0,"43.662365,-79.351104"
The Comrade,758 Queen Street E,4.0,83.0,50.0,"43.662365,-79.351104"
Souk Tabule,494 Front Street E,4.5,121.0,50.0,"43.662365,-79.351104"
Batifole Restaurant,744 Gerrard Street E,4.0,80.0,50.0,"43.662365,-79.351104"
Wynona,819 Gerrard Street E,4.5,57.0,50.0,"43.662365,-79.351104"
Pho House,625 Gerrard Street E,4.0,84.0,50.0,"43.662365,-79.351104"
La Carnita,780 Queen Street E,3.5,129.0,50.0,"43.662365,-79.351104"
Dumpling House,619 Gerrard Street E,3.5,89.0,50.0,"43.662365,-79.351104"
Pizza-Pide,949 Gerrard Street E,4.0,95.0,50.0,"43.662365,-79.351104"
Wok & Roast Chinese BBQ,349 Broadview Ave,3.5,106.0,50.0,"43.662365,-79.351104"
Purple Penguin Cafe,889 Queen Street E,4.0,77.0,50.0,"43.662365,-79.351104"
Leslieville Pumps,913 Queen Street E,4.0,120.0,50.0,"43.662365,-79.351104"
Eastside Social,1008 Queen Street E,4.5,80.0,50.0,"43.662365,-79.351104"
O’SOMAE,357 Broadview Ave,4.5,24.0,50.0,"43.662365,-79.351104"
EAT BKK Thai Kitchen,898 Queen Street E,4.0,72.0,50.0,"43.662365,-79.351104"
Hanoi 3 Seasons,588 Gerrard Street E,3.5,68.0,50.0,"43.662365,-79.351104"
Dine & Dim,633 Gerrard St E,4.5,25.0,50.0,"43.662365,-79.351104"
Barrio Cerveceria,884 Queen Street E,3.0,184.0,50.0,"43.662365,-79.351104"
The Real Jerk,842 Gerrard Street E,3.5,183.0,50.0,"43.662365,-79.351104"
Il Ponte Cucina Italiana,625 Queen Street E,3.5,62.0,50.0,"43.662365,-79.351104"
Tropical Joe's,Gerrard Square Mall,4.0,75.0,50.0,"43.662365,-79.351104"
Impact Kitchen,573 King Street E,3.5,145.0,50.0,"43.662365,-79.351104"
Maple Leaf Tavern,955 Gerrard Street E,4.0,105.0,50.0,"43.662365,-79.351104"
Reliable Fish & Chips,954 Queen Street E,4.0,65.0,50.0,"43.662365,-79.351104"
Juzz Sushi,912 Queen Street  E,4.0,47.0,50.0,"43.662365,-79.351104"
Riverside Burgers,688 Queen St E,4.5,13.0,50.0,"43.662365,-79.351104"
Oji Seichi,354 Broadview Avenue,4.0,27.0,50.0,"43.662365,-79.351104"
The Cannonball,641 Queen Street  E,3.5,48.0,50.0,"43.662365,-79.351104"
Completo,337 Broadview Ave,4.5,13.0,50.0,"43.662365,-79.351104"
Gusto 501,501 King Street E,4.0,55.0,50.0,"43.662365,-79.351104"
Gare De L'est,1190 Dundas Street E,3.5,72.0,50.0,"43.662365,-79.351104"
Sushi Bar,348 Broadview Ave,3.5,51.0,50.0,"43.662365,-79.351104"
ēst Restaurant,729 Queen Street E,4.0,20.0,50.0,"43.662365,-79.351104"
Gale's Snack Bar,539 Eastern Ave,4.5,34.0,50.0,"43.662365,-79.351104"
Nam Wan,713 Gerrard St E,4.5,13.0,50.0,"43.662365,-79.351104"
Baldini Restaurant,1012 Queen Street E,3.5,67.0,50.0,"43.662365,-79.351104"
Farside,600 Gerrard Street E,4.5,11.0,50.0,"43.662365,-79.351104"
Frankie's,892 Queen Street E,4.0,37.0,50.0,"43.662365,-79.351104"
Good Karma,689 Queen Street E,4.0,19.0,50.0,"43.662365,-79.351104"
Isaan Der,730 Queen St E,4.0,21.0,50.0,"43.662365,-79.351104"
Urban House,718 Queen Street E,4.5,13.0,50.0,"43.662365,-79.351104"
Riverdale Perk Cafe,633 Logan Avenue,4.0,43.0,50.0,"43.662365,-79.351104"
Pho East,610 Gerrard Street E,3.5,29.0,50.0,"43.662365,-79.351104"
Maker Pizza,105A - 388 Carlaw Avenue,4.5,9.0,50.0,"43.662365,-79.351104"
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3339.0,50.0,"43.646144,-79.377962"
Richmond Station,1 Richmond Street W,4.5,866.0,50.0,"43.646144,-79.377962"
Miku,105-10 Bay Street,4.0,878.0,50.0,"43.646144,-79.377962"
Canoe,66 Wellington Street  W,4.0,735.0,50.0,"43.646144,-79.377962"
Byblos,11 Duncan Street,4.5,890.0,50.0,"43.646144,-79.377962"
Beerbistro,18 King Street E,4.0,679.0,50.0,"43.646144,-79.377962"
Pearl Diver,100 Adelaide Street E,4.0,619.0,50.0,"43.646144,-79.377962"
Cafe Landwer - Adelaide & University,165 University Avenue,4.0,481.0,50.0,"43.646144,-79.377962"
Eggspectation,483 Bay Street,4.0,750.0,50.0,"43.646144,-79.377962"
Cactus Club Cafe,77 Adelaide Street W,4.0,579.0,50.0,"43.646144,-79.377962"
JaBistro,222 Richmond Street W,4.0,580.0,50.0,"43.646144,-79.377962"
Mystic Muffin,113 Jarvis Street,4.5,290.0,50.0,"43.646144,-79.377962"
King Taps,100 King Street W,4.0,384.0,50.0,"43.646144,-79.377962"
Sansotei Ramen,179 Dundas Street W,4.0,932.0,50.0,"43.646144,-79.377962"
360 Restaurant,CN Tower,3.5,966.0,50.0,"43.646144,-79.377962"
Sukho Thai,52 Wellington Street E,3.5,545.0,50.0,"43.646144,-79.377962"
Tachi,111 Richmond Street W,4.5,173.0,50.0,"43.646144,-79.377962"
