name,address,rating,total_photos,total_ratings,num_of_res,coordinates
Tim Hortons,323 Richmond St E,6.0,23.0,46.0,50.0,"43.653809,-79.3595"
Decoy Bar Inc,370 Queen St E,,0.0,0.0,50.0,"43.653809,-79.3595"
Tim Hortons,589 King St E,5.5,15.0,19.0,50.0,"43.653809,-79.3595"
Ethiopian Keeffaa Forest Coffee,368 Queen St E,,0.0,0.0,50.0,"43.653809,-79.3595"
Domino's Pizza,312 Queen St E,,0.0,0.0,50.0,"43.653809,-79.3595"
Chamsine Authentic Halal Cuisine,235 Queen St E,,0.0,0.0,50.0,"43.653809,-79.3595"
Lob Toronto,100 Broadview Ave,,0.0,0.0,50.0,"43.653809,-79.3595"
First Fish,478 Queen St E,,0.0,0.0,50.0,"43.653809,-79.3595"
Pita Land King,253 King St E,,0.0,0.0,50.0,"43.653809,-79.3595"
Pop Up on River,119 River St,,0.0,0.0,50.0,"43.653809,-79.3595"
Rebel Wings,291 Lake Shore Blvd E,,0.0,0.0,50.0,"43.653809,-79.3595"
Gabby's Restaurant Group,189 King St E E,,0.0,0.0,50.0,"43.653809,-79.3595"
Jilly's,106 Broadview Ave,,0.0,0.0,50.0,"43.653809,-79.3595"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,50.0,"43.673768,-79.391253"
Black Camel,4 Crescent Rd,9.0,86.0,255.0,50.0,"43.673768,-79.391253"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,50.0,"43.673768,-79.391253"
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,77.0,140.0,50.0,"43.673768,-79.391253"
Joso's,202 Davenport Rd,8.8,32.0,49.0,50.0,"43.673768,-79.391253"
Dbar,60 Yorkville Ave,8.1,104.0,103.0,50.0,"43.673768,-79.391253"
Café Boulud,60 Yorkville Ave,8.1,220.0,159.0,50.0,"43.673768,-79.391253"
Pusateri's,57 Yorkville Ave,8.1,95.0,188.0,50.0,"43.673768,-79.391253"
Eataly,55 Bloor St W,8.4,141.0,48.0,50.0,"43.673768,-79.391253"
Planta,1221 Bay St,8.2,85.0,132.0,50.0,"43.673768,-79.391253"
Alobar Yorkville,162 Cumberland St,8.2,18.0,19.0,50.0,"43.673768,-79.391253"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,50.0,"43.673768,-79.391253"
5 Elements Espresso,131 Ave Rd,8.0,17.0,31.0,50.0,"43.673768,-79.391253"
The Rebel House,1068 Yonge St,8.1,56.0,107.0,50.0,"43.673768,-79.391253"
Scollard Variety & Deli,105 Scollard St,7.7,5.0,19.0,50.0,"43.673768,-79.391253"
Terroni,1095 Yonge St,8.5,121.0,231.0,50.0,"43.673768,-79.391253"
Boxcar Social,1208 Yonge St,8.9,129.0,189.0,50.0,"43.673768,-79.391253"
Crown & Dragon Pub,890 Yonge St,7.7,82.0,89.0,50.0,"43.673768,-79.391253"
Sofia,99 Yorkville Ave,7.7,28.0,17.0,50.0,"43.673768,-79.391253"
Playa Cabana,111 Dupont St,8.5,120.0,212.0,50.0,"43.673768,-79.391253"
Hemingway's Restaurant,142 Cumberland St,7.8,245.0,439.0,50.0,"43.673768,-79.391253"
Tokyo Kitchen,20 Charles St E,8.2,37.0,39.0,50.0,"43.673768,-79.391253"
The Rosedale Diner,1164 Yonge St,8.2,54.0,68.0,50.0,"43.673768,-79.391253"
One Restaurant,116 Yorkville Ave,7.6,181.0,141.0,50.0,"43.673768,-79.391253"
Morton's the Steakhouse,4 Rd Ave,7.8,47.0,54.0,50.0,"43.673768,-79.391253"
Dynasty Chinese Cuisine,69 Yorkville Ave,7.4,84.0,70.0,50.0,"43.673768,-79.391253"
B Expresso Bar,273 Bloor W Grnd,7.9,10.0,17.0,50.0,"43.673768,-79.391253"
Piedmont Coffee Bar,66 Isabella St,8.2,12.0,12.0,50.0,"43.673768,-79.391253"
Constantine,15 Charles St E,7.9,13.0,22.0,50.0,"43.673768,-79.391253"
Tabriz Persian Cookhouse,995 Bay St,8.2,13.0,19.0,50.0,"43.673768,-79.391253"
Flo's Diner,70 Yorkville Ave,7.4,55.0,128.0,50.0,"43.673768,-79.391253"
Sorrell Restaurant,1158 Yonge St,7.8,2.0,8.0,50.0,"43.673768,-79.391253"
Le Paradis Brasserie Bistro,166 Bedford Rd,7.8,43.0,49.0,50.0,"43.673768,-79.391253"
Okonomi House Restaurant,23 Charles St W,7.8,67.0,84.0,50.0,"43.673768,-79.391253"
Goldstruck Coffee,130 Cumberland St,7.4,35.0,47.0,50.0,"43.673768,-79.391253"
7 West Cafe,7 Charles St W,7.6,179.0,267.0,50.0,"43.673768,-79.391253"
Church Street Espresso,585 Church St,7.9,11.0,40.0,50.0,"43.673768,-79.391253"
L'Espresso Bar Mercurio,321 Bloor St W,7.7,151.0,160.0,50.0,"43.673768,-79.391253"
Bar Reyna,158 Cumberland St,7.2,22.0,46.0,50.0,"43.673768,-79.391253"
Jack Astor’s,2 Bloor St E,7.1,245.0,210.0,50.0,"43.673768,-79.391253"
Booster Juice,2 Bloor St W,7.1,5.0,5.0,50.0,"43.673768,-79.391253"
Pilot Tavern,22 Cumberland St,6.9,196.0,214.0,50.0,"43.673768,-79.391253"
Duke of York,39 Prince Arthur Ave,7.1,109.0,146.0,50.0,"43.673768,-79.391253"
Slab Burgers,47 Charles St W,7.0,28.0,35.0,50.0,"43.673768,-79.391253"
Tim Hortons,246 Bloor St W,7.1,83.0,135.0,50.0,"43.673768,-79.391253"
Ginger Restaurant,695 Yonge St,6.9,131.0,131.0,50.0,"43.673768,-79.391253"
Chick-Fil-A,709 Yonge St,6.6,58.0,20.0,50.0,"43.673768,-79.391253"
Kiro Sushi,4 Collier St,6.3,14.0,11.0,50.0,"43.673768,-79.391253"
Manulife Centre,55 Bloor St W,6.3,73.0,101.0,50.0,"43.673768,-79.391253"
Tim Hortons,2 Bloor St E,6.4,1.0,1.0,50.0,"43.673768,-79.391253"
Dumpling House Restaurant,328 Spadina Ave,8.0,190.0,223.0,50.0,"43.654074,-79.398115"
Film Cafe,230 Augusta Ave,8.7,48.0,46.0,50.0,"43.654074,-79.398115"
Pho Hung Restaurant,350 Spadina Ave,7.8,165.0,247.0,50.0,"43.654074,-79.398115"
Café Pamenar,307 Augusta Ave,8.6,186.0,213.0,50.0,"43.654074,-79.398115"
Dark Horse Espresso Bar,215 Spadina Ave,8.4,368.0,525.0,50.0,"43.654074,-79.398115"
The Library Specialty Coffee,281 Dundas St W,8.9,53.0,41.0,50.0,"43.654074,-79.398115"
Otto's Berlin Döner,256 Augusta Ave,8.4,86.0,155.0,50.0,"43.654074,-79.398115"
New Sky Restaurant,353 Spadina Ave,7.8,48.0,55.0,50.0,"43.654074,-79.398115"
Voodoo Child,388 College St,8.9,118.0,149.0,50.0,"43.654074,-79.398115"
Dim Sum King,421 Dundas St W,7.8,133.0,155.0,50.0,"43.654074,-79.398115"
Ramen Isshin,421 College St,9.0,168.0,247.0,50.0,"43.654074,-79.398115"
Gallery Sushi,275 Dundas St W,8.4,25.0,17.0,50.0,"43.654074,-79.398115"
Homemade Ramen,263 Spadina Ave,7.7,23.0,46.0,50.0,"43.654074,-79.398115"
La Palette,492 Queen St W,8.6,113.0,128.0,50.0,"43.654074,-79.398115"
HotBlack Coffee,245 Queen St W,9.0,67.0,169.0,50.0,"43.654074,-79.398115"
Juicy Dumpling,280 Spadina Ave,7.6,46.0,58.0,50.0,"43.654074,-79.398115"
Horseshoe Tavern,370 Queen St W,8.1,402.0,314.0,50.0,"43.654074,-79.398115"
Sneaky Dee's,431 College St,8.6,521.0,606.0,50.0,"43.654074,-79.398115"
BarChef,472 Queen St W,8.4,266.0,244.0,50.0,"43.654074,-79.398115"
Bar Raval,505 College St,9.0,215.0,348.0,50.0,"43.654074,-79.398115"
Mother's Dumplings,421 Spadina Ave,7.7,219.0,334.0,50.0,"43.654074,-79.398115"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,50.0,"43.654074,-79.398115"
Ikkousha Ramen,249 Queen St W,8.4,47.0,24.0,50.0,"43.654074,-79.398115"
416 Snack Bar,181 Bathurst St,8.3,206.0,264.0,50.0,"43.654074,-79.398115"
Queen St Warehouse,232 Queen St W,8.2,85.0,174.0,50.0,"43.654074,-79.398115"
Rosewood Chinese Cuisine,463 Dundas St W,7.3,68.0,83.0,50.0,"43.654074,-79.398115"
RaviSoups,322 Adelaide St W,8.3,111.0,229.0,50.0,"43.654074,-79.398115"
Forget Me Not Cafe,506 Adelaide St W,8.4,25.0,20.0,50.0,"43.654074,-79.398115"
The Fourth Man in the Fire,832 Dundas St W,8.4,8.0,8.0,50.0,"43.654074,-79.398115"
Impact Kitchen,39 Brant St,8.3,6.0,23.0,50.0,"43.654074,-79.398115"
Patois,794 Dundas St W,8.2,103.0,98.0,50.0,"43.654074,-79.398115"
King's Noodle House,296 Spadina Ave,7.2,179.0,187.0,50.0,"43.654074,-79.398115"
House of Gourmet,484 Dundas St W,7.2,177.0,186.0,50.0,"43.654074,-79.398115"
Rol San Restaurant,323 Spadina Ave,7.1,223.0,303.0,50.0,"43.654074,-79.398115"
Sansotei Ramen,179 Dundas St W,8.2,337.0,292.0,50.0,"43.654074,-79.398115"
Prenup Pub,191 College St,7.7,41.0,74.0,50.0,"43.654074,-79.398115"
Town Crier Pub,115 John St,8.1,311.0,320.0,50.0,"43.654074,-79.398115"
Khao San Road,11 Charlotte St,8.1,87.0,95.0,50.0,"43.654074,-79.398115"
Cibo Wine Bar,522 King St W,8.2,158.0,230.0,50.0,"43.654074,-79.398115"
Kinton Ramen,402 Queen St W,7.7,108.0,165.0,50.0,"43.654074,-79.398115"
La Carnita,106 John St,8.1,104.0,192.0,50.0,"43.654074,-79.398115"
Gyubee Japanese Grill,157 Dundas St W,8.2,13.0,10.0,50.0,"43.654074,-79.398115"
Mercatto,101 College St,8.2,46.0,82.0,50.0,"43.654074,-79.398115"
Tutti Matti,364 Adelaide St W,7.9,39.0,46.0,50.0,"43.654074,-79.398115"
Ramen Isshin,609 Queen St W,7.9,4.0,9.0,50.0,"43.654074,-79.398115"
The Rivoli,334 Queen St W,7.6,355.0,289.0,50.0,"43.654074,-79.398115"
Krispy Kreme,162 McCaul St,7.5,95.0,80.0,50.0,"43.654074,-79.398115"
Fat Bastard Burrito Co,187 College St,7.5,4.0,22.0,50.0,"43.654074,-79.398115"
R&D,241 Spadina Ave,7.1,75.0,62.0,50.0,"43.654074,-79.398115"
What a Bagel,130 Spadina Ave,7.3,121.0,201.0,50.0,"43.654074,-79.398115"
Impact Kitchen,573 King St E,8.7,34.0,64.0,50.0,"43.656638,-79.358749"
Sumach Espresso,118 Sumach St,8.6,20.0,26.0,50.0,"43.656638,-79.358749"
Roselle Desserts,362 King St E,8.9,45.0,61.0,50.0,"43.656638,-79.358749"
Tandem Coffee,368 King St E,8.8,51.0,75.0,50.0,"43.656638,-79.358749"
Souk Tabule,494 Front St E,8.8,27.0,71.0,50.0,"43.656638,-79.358749"
Le Beau,665 Dundas St E,8.6,24.0,13.0,50.0,"43.656638,-79.358749"
White Lily Diner,678 Queen St E,9.0,27.0,49.0,50.0,"43.656638,-79.358749"
Soma Chocolatemaker,32 Tank House Lane,8.8,318.0,257.0,50.0,"43.656638,-79.358749"
Dark Horse Espresso Bar,630 Queen St E,8.4,46.0,57.0,50.0,"43.656638,-79.358749"
Figs Breakfast & Lunch,344 Queen St E,8.2,42.0,82.0,50.0,"43.656638,-79.358749"
Arvo Coffee,17 Gristmill Lane,9.0,59.0,78.0,50.0,"43.656638,-79.358749"
Cluny Bistro,35 Tank House Lane,8.5,333.0,270.0,50.0,"43.656638,-79.358749"
Brick Street Bakery,55 Mill St,8.4,78.0,87.0,50.0,"43.656638,-79.358749"
Balzac's Coffee Roastery,55 Mill St,8.6,500.0,357.0,50.0,"43.656638,-79.358749"
Fusaro's,294 Richmond St E,8.6,46.0,74.0,50.0,"43.656638,-79.358749"
La Carnita,780 Queen St E,8.5,46.0,83.0,50.0,"43.656638,-79.358749"
The Black Canary Espresso Bar,61 Sherbourne St,8.4,63.0,109.0,50.0,"43.656638,-79.358749"
El Catrin Destileria,18 Tank House Lane,8.0,705.0,707.0,50.0,"43.656638,-79.358749"
Wildly Delicious,11 Tank House Lane,8.0,42.0,17.0,50.0,"43.656638,-79.358749"
Mill Street Brew Pub,21 Tank House Lane,8.0,1132.0,815.0,50.0,"43.656638,-79.358749"
Eastbound Brewing Co,700 Queen St E,7.9,87.0,31.0,50.0,"43.656638,-79.358749"
Miyaki Sushi,222 the Esplanade,7.9,6.0,18.0,50.0,"43.656638,-79.358749"
The Aviary,484A Front St E,7.3,27.0,13.0,50.0,"43.656638,-79.358749"
Prohibition Gastrohouse,696 Queen St E,7.5,215.0,234.0,50.0,"43.656638,-79.358749"
Cluck Clucks,222 the Esplanade,7.8,29.0,38.0,50.0,"43.656638,-79.358749"
Lady Marmalade,265 Broadview Ave,7.7,25.0,38.0,50.0,"43.656638,-79.358749"
Archeo Trattoria,55 Mill St,7.3,92.0,44.0,50.0,"43.656638,-79.358749"
Madrina Bar Y Tapas,2 Trinity St,7.3,46.0,35.0,50.0,"43.656638,-79.358749"
The Local Gest,424 Parliament St,7.4,17.0,15.0,50.0,"43.656638,-79.358749"
Brickworks Ciderhouse,709 Queen St E,7.0,59.0,24.0,50.0,"43.656638,-79.358749"
Tim Hortons,69 Regent Park Blvd,6.4,41.0,1.0,50.0,"43.656638,-79.358749"
Tim Hortons,589 King St E,5.5,15.0,19.0,50.0,"43.656638,-79.358749"
Tim Hortons,335 Parliament St,6.1,15.0,22.0,50.0,"43.656638,-79.358749"
Subway,320 Richmond St E,6.2,1.0,3.0,50.0,"43.656638,-79.358749"
Decoy Bar Inc,370 Queen St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Ethiopian Keeffaa Forest Coffee,368 Queen St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Copper Branch,470 Front St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Reyna on King,354 King St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Tim Hortons,323 Richmond St E,6.0,23.0,46.0,50.0,"43.656638,-79.358749"
Domino's Pizza,312 Queen St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Lob Toronto,100 Broadview Ave,,0.0,0.0,50.0,"43.656638,-79.358749"
Tim Hortons,547 Gerrard St E,5.7,16.0,16.0,50.0,"43.656638,-79.358749"
Pizzaiolo Gourmet Pizza,722 Queen St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Isaan Der Thai Kitchen,730 Queen St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Butchers of Distinction,738 Queen St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Chamsine Authentic Halal Cuisine,235 Queen St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Burrito Queen,743 Queen St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Punjabi by Nature,782 Queen St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Jerk Paradise,296A Gerrard St E,,0.0,0.0,50.0,"43.656638,-79.358749"
First Fish,478 Queen St E,,0.0,0.0,50.0,"43.656638,-79.358749"
Himalayan Java,2552 Yonge St,8.6,49.0,42.0,40.0,"43.716652,-79.399993"
De Mello Palheta Coffee Roasters,2489 Yonge St,8.7,114.0,135.0,40.0,"43.716652,-79.399993"
Cibo Wine Bar,2472 Yonge St,8.3,48.0,93.0,40.0,"43.716652,-79.399993"
Ritz Caribbean Foods,211 Yonge St,8.7,1.0,22.0,40.0,"43.716652,-79.399993"
La Vecchia Ristorante,2405A Yonge St,8.4,74.0,113.0,40.0,"43.716652,-79.399993"
Uncle Betty's Diner,2590 Yonge St,7.5,116.0,134.0,40.0,"43.716652,-79.399993"
Pai Uptown,2335 Yonge St,8.1,10.0,10.0,40.0,"43.716652,-79.399993"
Sushi Shop,2564 Yonge St,7.3,3.0,11.0,40.0,"43.716652,-79.399993"
Star King Viet Thai Cuisine,2350 Yonge St,7.9,11.0,35.0,40.0,"43.716652,-79.399993"
La Bohème Café Patisserie,2481 Yonge St,7.5,64.0,42.0,40.0,"43.716652,-79.399993"
Sip Wine Bar,2 Broadway Ave,7.7,35.0,42.0,40.0,"43.716652,-79.399993"
A&W Restaurant,2625 Yonge St,6.9,2.0,5.0,40.0,"43.716652,-79.399993"
Chipotle Mexican Grill,2323 Yonge St,7.7,24.0,30.0,40.0,"43.716652,-79.399993"
Stock T.C,2388 Yonge St,7.6,21.0,11.0,40.0,"43.716652,-79.399993"
Homeway Soda Bar,955 Mount Pleasant Rd,7.5,15.0,29.0,40.0,"43.716652,-79.399993"
Good Bite Restaurant,2463 Yonge St,7.2,18.0,31.0,40.0,"43.716652,-79.399993"
Byblos Uptown,2537 Yonge St,6.7,10.0,10.0,40.0,"43.716652,-79.399993"
Duke of Kent,2315 Yonge St,6.9,124.0,146.0,40.0,"43.716652,-79.399993"
The Cupcake Shoppe,2417 Yonge St,6.7,24.0,23.0,40.0,"43.716652,-79.399993"
Tim Hortons,2377 Yonge St,6.6,48.0,33.0,40.0,"43.716652,-79.399993"
Hot Dog Cart,Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Piazetta Trattoria,3441 Yonge St,6.1,2.0,12.0,40.0,"43.716652,-79.399993"
The Right Wing Sports Pub,2497 Yonge St,5.9,50.0,44.0,40.0,"43.716652,-79.399993"
Uptown Brie Inc,11 Castlefield Ave,,0.0,0.0,40.0,"43.716652,-79.399993"
Chi Asian Tapas,2425 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Benny’s Bbq,2409 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Freshii,2417 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Italian Cafe,2200 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Sen-Ryo Sushi,2352 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Pho King Fabulous,2411 Yonge St,5.1,13.0,26.0,40.0,"43.716652,-79.399993"
El Cid Restaurant,2579 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Wing Machine,2387 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Oliver Bonacini Fine Dining,2433 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Oliver & Bonacini Restaurants,2433 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Wings & Things,2444 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Chi Dim Sum,2425 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Subway,2368A Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
ChiChop-2352Yonge,2352 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Keg Restaurants,33 Orch View Blvd,,0.0,0.0,40.0,"43.716652,-79.399993"
Paramount Fine Foods,2311 Yonge St,,0.0,0.0,40.0,"43.716652,-79.399993"
Beach Hill Smokehouse,172S Main St,8.1,14.0,13.0,43.0,"43.684261,-79.299332"
The Beech Tree,924 Kingston Rd,8.7,10.0,21.0,43.0,"43.684261,-79.299332"
Budapest Restaurant,1959 Gerrard St E,8.4,14.0,13.0,43.0,"43.684261,-79.299332"
Grinder Coffee,126 Main St,7.0,16.0,21.0,43.0,"43.684261,-79.299332"
Duckworth's Fish & Chips,2638 Danforth Ave,7.3,22.0,28.0,43.0,"43.684261,-79.299332"
Sultan Shawarma & Falafel,2558 Danforth Ave,6.7,6.0,10.0,43.0,"43.684261,-79.299332"
Subway,2575 Danforth Ave,6.3,2.0,5.0,43.0,"43.684261,-79.299332"
Tim Hortons,637 Kingston Rd,6.4,2.0,1.0,43.0,"43.684261,-79.299332"
Double Sushi Japanese Restaurant,2795 Danforth Ave,6.4,14.0,31.0,43.0,"43.684261,-79.299332"
Pizza Pizza,2795 Danforth Ave,6.0,6.0,9.0,43.0,"43.684261,-79.299332"
Maple Leaf Dairy,2861 Danforth Ave,6.1,8.0,9.0,43.0,"43.684261,-79.299332"
The Grover Pub & Grub,676 Kingston Rd,5.9,11.0,30.0,43.0,"43.684261,-79.299332"
Su-Good Chinese,2626 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Smiley's Restaurant & Deli,2543 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Mr Tastys Drive in,2921 Danforth Ave,5.8,2.0,8.0,43.0,"43.684261,-79.299332"
Poonam Delight,2658 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Osmow's Shawarma,2763 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Camino Bistro,2750 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Kurdistan Shawarma,2789 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Shola Vegan I Thali,2768 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Tim Hortons,2575 Danforth Ave,5.3,42.0,40.0,43.0,"43.684261,-79.299332"
Chicken'licious,2789 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
KFC,2500 Danforth Ave,5.3,3.0,22.0,43.0,"43.684261,-79.299332"
Danforth Roti Shop,2844 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Blue River House,2328 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Atto Sushi,2231 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Hakka Chopsticks,2940 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Fearless Meat,884 Kingston Rd,,0.0,0.0,43.0,"43.684261,-79.299332"
Boukan,452 Kingston Rd,,0.0,0.0,43.0,"43.684261,-79.299332"
Mike's Place Fish & Chips,2162 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Ghoroa Restaurant,2994 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Subway,3003 Danforth Ave,5.5,2.0,14.0,43.0,"43.684261,-79.299332"
Evening at Casablanca Bistro,146 Main St,,0.0,0.0,43.0,"43.684261,-79.299332"
Cmd Restaurant,2620 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
The Gem Restaurant,2662 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Pizza Pizza,320 Main St,,0.0,0.0,43.0,"43.684261,-79.299332"
Pizza Hut,609 Kingston Rd,,0.0,0.0,43.0,"43.684261,-79.299332"
Sunshine Restaurant,2879 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Via Cibo,3003 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
House of Bengal,2183 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Wings & Things,3003 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
Basil Box,3003 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
MrBeast Burger,3003 Danforth Ave,,0.0,0.0,43.0,"43.684261,-79.299332"
The Beech Tree,924 Kingston Rd,8.7,10.0,21.0,31.0,"43.678685,-79.297974"
Beach Hill Smokehouse,172S Main St,8.1,14.0,13.0,31.0,"43.678685,-79.297974"
The Feathers Pub,962 Kingston Rd,7.6,141.0,37.0,31.0,"43.678685,-79.297974"
Sunset Grill Restaurant,2006 Queen St E,7.4,22.0,30.0,31.0,"43.678685,-79.297974"
Grinder Coffee,126 Main St,7.0,16.0,21.0,31.0,"43.678685,-79.297974"
Beacher Cafe,2162 Queen St E,7.4,25.0,51.0,31.0,"43.678685,-79.297974"
Tim Hortons,637 Kingston Rd,6.4,2.0,1.0,31.0,"43.678685,-79.297974"
Yumei Sushi,2116F Queen St E,7.2,22.0,26.0,31.0,"43.678685,-79.297974"
Green Basil,2120 Queen St E,7.0,10.0,27.0,31.0,"43.678685,-79.297974"
The Grover Pub & Grub,676 Kingston Rd,5.9,11.0,30.0,31.0,"43.678685,-79.297974"
Bikkuri Japanese Restaurant,2197 Queen St E,6.4,9.0,15.0,31.0,"43.678685,-79.297974"
Juice & Java Catering Inc,2102 Queen St E,6.4,16.0,24.0,31.0,"43.678685,-79.297974"
Subway,968 Kingston Rd,6.0,0.0,4.0,31.0,"43.678685,-79.297974"
Gabby's Restaurant Group,2076 Queen St E,5.9,7.0,22.0,31.0,"43.678685,-79.297974"
Boukan,452 Kingston Rd,,0.0,0.0,31.0,"43.678685,-79.297974"
Fearless Meat,884 Kingston Rd,,0.0,0.0,31.0,"43.678685,-79.297974"
Savoury Grounds,283 Scarborough Rd,,0.0,0.0,31.0,"43.678685,-79.297974"
Swiss Chalet Rotisserie & Grill,2148 Queen St E,,0.0,0.0,31.0,"43.678685,-79.297974"
Thai House Cuisine,2213E Queen St E,,0.0,0.0,31.0,"43.678685,-79.297974"
Mamma's Pizza,2118 Queen St E,,0.0,0.0,31.0,"43.678685,-79.297974"
Pizzaiolo,2253 Queen St E,,0.0,0.0,31.0,"43.678685,-79.297974"
Freshii,2032 Queen St E,,0.0,0.0,31.0,"43.678685,-79.297974"
Fat Bastard Burrito Co,2008 Queen St E,,0.0,0.0,31.0,"43.678685,-79.297974"
A&W Restaurant,2004 Queen St E,,0.0,0.0,31.0,"43.678685,-79.297974"
Gabby's Kingston Road,980 Kingston Rd,5.3,22.0,15.0,31.0,"43.678685,-79.297974"
Pizza Hut,609 Kingston Rd,,0.0,0.0,31.0,"43.678685,-79.297974"
Evening at Casablanca Bistro,146 Main St,,0.0,0.0,31.0,"43.678685,-79.297974"
SLATE Restaurant & Bar,2237 Queen St E,,0.0,0.0,31.0,"43.678685,-79.297974"
Casa Mia Delicatessen,1985 Queen St E,,0.0,0.0,31.0,"43.678685,-79.297974"
Gabby's,980 Kingston Rd,,0.0,0.0,31.0,"43.678685,-79.297974"
Somun Superstar,998 Kingston Rd,,0.0,0.0,31.0,"43.678685,-79.297974"
Bread & Roses Bakery Cafe,2232 Bloor St W,8.2,26.0,43.0,50.0,"43.65143,-79.47779"
Queen's Pasta Café,2263 Bloor St W,8.0,38.0,36.0,50.0,"43.65143,-79.47779"
Baka Gallery Cafe,2256 Bloor St W,7.9,52.0,69.0,50.0,"43.65143,-79.47779"
Zaza Espresso Bar,258 Beresford Ave,7.9,28.0,17.0,50.0,"43.65143,-79.47779"
Cobs Bread,2204 Bloor St W,7.5,7.0,14.0,50.0,"43.65143,-79.47779"
Shakey's Original Bar and Grill,2255W Bloor St W,7.3,12.0,17.0,50.0,"43.65143,-79.47779"
Campo,244 Jane St,8.3,5.0,13.0,50.0,"43.65143,-79.47779"
Bryden's Inc,2455 Bloor St W,7.9,71.0,54.0,50.0,"43.65143,-79.47779"
Fat Bastard Burrito Co,2400 Bloor St W,7.6,1.0,10.0,50.0,"43.65143,-79.47779"
Lit Espresso Bar,2196 Bloor St W,7.2,4.0,11.0,50.0,"43.65143,-79.47779"
Bukhara Grill,2241A Bloor St W,7.0,1.0,9.0,50.0,"43.65143,-79.47779"
Falafel World,2396 Bloor St W,7.2,7.0,23.0,50.0,"43.65143,-79.47779"
Amber European Restaurant,2372 Bloor St W,7.1,6.0,22.0,50.0,"43.65143,-79.47779"
Buddha Pie,514B Annette St Main,7.7,6.0,25.0,50.0,"43.65143,-79.47779"
Westwood Grill,519 Annette St,7.2,3.0,11.0,50.0,"43.65143,-79.47779"
Timothy's World Coffee,2190 Bloor St W,6.5,18.0,16.0,50.0,"43.65143,-79.47779"
Goodfellas Wood Oven Pizza,1 Old Mill Dr,7.0,3.0,16.0,50.0,"43.65143,-79.47779"
Souvlaki Hut,2184 Bloor St W,6.4,6.0,12.0,50.0,"43.65143,-79.47779"
Mackenzies High Park,1982 Bloor St W,6.8,20.0,32.0,50.0,"43.65143,-79.47779"
Pizza Pizza,2241 Bloor St W,6.0,3.0,2.0,50.0,"43.65143,-79.47779"
